Age,Sex,Country,Unemployment Rate (%),Year,Month
15-24,Female,Uruguay,0.3214225409869019,2019,7
25+,Female,Uruguay,0.0735295173826422,2019,7
15-24,Total,Uruguay,0.3237223969582248,2019,6
25+,Total,Uruguay,0.0612043650361475,2019,6
15-24,Male,Uruguay,0.2864691591307868,2019,6
25+,Male,Uruguay,0.049884831101987,2019,6
15-24,Female,Uruguay,0.3816090266563201,2019,6
25+,Female,Uruguay,0.0743637798804709,2019,6
15-24,Total,Uruguay,0.2604985533223367,2019,5
25+,Total,Uruguay,0.0577762690312997,2019,5
15-24,Male,Uruguay,0.214280242089941,2019,5
25+,Male,Uruguay,0.0478713821572561,2019,5
15-24,Female,Uruguay,0.331311807342052,2019,5
25+,Female,Uruguay,0.0687874828383503,2019,5
15-24,Total,Uruguay,0.2309255473503245,2019,4
25+,Total,Uruguay,0.0542028387062945,2019,4
15-24,Male,Uruguay,0.1962664085132821,2019,4
25+,Male,Uruguay,0.0340101282482452,2019,4
15-24,Female,Uruguay,0.2754993960791601,2019,4
25+,Female,Uruguay,0.0778924248423919,2019,4
15-24,Total,Uruguay,0.265557626074593,2019,3
25+,Total,Uruguay,0.0651750864590167,2019,3
15-24,Male,Uruguay,0.233091843888759,2019,3
25+,Male,Uruguay,0.0475896758724339,2019,3
15-24,Female,Uruguay,0.3104304330170918,2019,3
25+,Female,Uruguay,0.0847736363686659,2019,3
15-24,Total,Uruguay,0.2679143049857088,2019,2
25+,Total,Uruguay,0.0510780940941463,2019,2
15-24,Male,Uruguay,0.2154844528094734,2019,2
25+,Male,Uruguay,0.0388683175331548,2019,2
15-24,Female,Uruguay,0.3374779977282383,2019,2
25+,Female,Uruguay,0.0652492492831341,2019,2
15-24,Total,Uruguay,0.2622051665346586,2019,1
25+,Total,Uruguay,0.0530426129401654,2019,1
15-24,Male,Uruguay,0.2104002188957776,2019,1
25+,Male,Uruguay,0.0460136107649655,2019,1
15-24,Female,Uruguay,0.3273933490090695,2019,1
25+,Female,Uruguay,0.0611458265182403,2019,1
15-24,Total,Uruguay,0.2631410579607846,2018,12
25+,Total,Uruguay,0.0507116660560649,2018,12
15-24,Male,Uruguay,0.2405221155633368,2018,12
25+,Male,Uruguay,0.0348612771621904,2018,12
15-24,Female,Uruguay,0.2943679226541288,2018,12
25+,Female,Uruguay,0.0685064953035661,2018,12
15-24,Total,Uruguay,0.2363368767714154,2018,11
25+,Total,Uruguay,0.0455284362226755,2018,11
15-24,Male,Uruguay,0.2310531714173557,2018,11
25+,Male,Uruguay,0.0358624194732668,2018,11
15-24,Female,Uruguay,0.2434966882871752,2018,11
25+,Female,Uruguay,0.0565642701616221,2018,11
15-24,Total,Uruguay,0.2743136232158945,2018,10
25+,Total,Uruguay,0.0553904696752677,2018,10
15-24,Male,Uruguay,0.2355415136532424,2018,10
25+,Male,Uruguay,0.0428162536389656,2018,10
15-24,Female,Uruguay,0.3273804509589195,2018,10
25+,Female,Uruguay,0.0695481758047434,2018,10
15-24,Total,Uruguay,0.2851440893942364,2018,9
25+,Total,Uruguay,0.0531053253968778,2018,9
15-24,Male,Uruguay,0.230196013741761,2018,9
25+,Male,Uruguay,0.0382515954623446,2018,9
15-24,Female,Uruguay,0.351406751368696,2018,9
25+,Female,Uruguay,0.0702080786833053,2018,9
15-24,Total,Uruguay,0.2961050518042692,2018,8
25+,Total,Uruguay,0.0542510116141975,2018,8
15-24,Male,Uruguay,0.2635855893722575,2018,8
25+,Male,Uruguay,0.0419729706464663,2018,8
15-24,Female,Uruguay,0.3423469110535562,2018,8
25+,Female,Uruguay,0.0683111820852309,2018,8
15-24,Total,Uruguay,0.2343738031405591,2018,7
25+,Total,Uruguay,0.0502396032259432,2018,7
15-24,Male,Uruguay,0.1682417574842663,2018,7
25+,Male,Uruguay,0.0346290561566539,2018,7
15-24,Female,Uruguay,0.3170586663678907,2018,7
25+,Female,Uruguay,0.0682118006530978,2018,7
15-24,Total,Uruguay,0.2601454831494599,2018,6
25+,Total,Uruguay,0.0493372495113018,2018,6
15-24,Male,Uruguay,0.2400653386562197,2018,6
25+,Male,Uruguay,0.0406411579647291,2018,6
15-24,Female,Uruguay,0.2885844836523508,2018,6
25+,Female,Uruguay,0.059200963582817,2018,6
15-24,Total,Uruguay,0.2709561732395542,2018,5
25+,Total,Uruguay,0.0500503434410576,2018,5
15-24,Male,Uruguay,0.2333219386968557,2018,5
25+,Male,Uruguay,0.0340511717347891,2018,5
15-24,Female,Uruguay,0.3258307271305707,2018,5
25+,Female,Uruguay,0.0681211513277048,2018,5
15-24,Total,Uruguay,0.2596096984033116,2018,4
25+,Total,Uruguay,0.051813840123843,2018,4
15-24,Male,Uruguay,0.2395618660171827,2018,4
25+,Male,Uruguay,0.0357657415177087,2018,4
15-24,Female,Uruguay,0.2874604945157092,2018,4
25+,Female,Uruguay,0.0707202883391658,2018,4
15-24,Total,Uruguay,0.2392001818446048,2018,3
25+,Total,Uruguay,0.0572322351854037,2018,3
15-24,Male,Uruguay,0.208765993103226,2018,3
25+,Male,Uruguay,0.0431700555891416,2018,3
15-24,Female,Uruguay,0.2809055257207462,2018,3
25+,Female,Uruguay,0.0739132526116482,2018,3
15-24,Total,Uruguay,0.2571948728972967,2018,2
25+,Total,Uruguay,0.0605668894262914,2018,2
15-24,Male,Uruguay,0.2014026020920549,2018,2
25+,Male,Uruguay,0.043205139421815,2018,2
15-24,Female,Uruguay,0.3392794886693782,2018,2
25+,Female,Uruguay,0.0803257352156751,2018,2
15-24,Total,Uruguay,0.2584164625415646,2018,1
25+,Total,Uruguay,0.0561508028190922,2018,1
15-24,Male,Uruguay,0.2416539285689358,2018,1
25+,Male,Uruguay,0.0484564055102521,2018,1
15-24,Female,Uruguay,0.2801995464852607,2018,1
25+,Female,Uruguay,0.0650336168034941,2018,1
15-24,Total,Uruguay,0.2312858247450748,2017,12
25+,Total,Uruguay,0.0395722067489909,2017,12
15-24,Male,Uruguay,0.1905019610227721,2017,12
25+,Male,Uruguay,0.0308371248850103,2017,12
15-24,Female,Uruguay,0.2917004449728873,2017,12
25+,Female,Uruguay,0.0496365524402907,2017,12
15-24,Total,Uruguay,0.23759209147362,2017,11
25+,Total,Uruguay,0.0509454816011119,2017,11
15-24,Male,Uruguay,0.1885262009473406,2017,11
25+,Male,Uruguay,0.042900706270293,2017,11
15-24,Female,Uruguay,0.3045407894371861,2017,11
25+,Female,Uruguay,0.0600264679250539,2017,11
15-24,Total,Uruguay,0.2373749313509051,2017,10
25+,Total,Uruguay,0.047983728906771,2017,10
15-24,Male,Uruguay,0.2195858062886728,2017,10
25+,Male,Uruguay,0.0360334584998194,2017,10
15-24,Female,Uruguay,0.2615446645334522,2017,10
25+,Female,Uruguay,0.0619168629247585,2017,10
15-24,Total,Uruguay,0.2556065655270987,2017,9
25+,Total,Uruguay,0.045558472018354,2017,9
15-24,Male,Uruguay,0.210639264296388,2017,9
25+,Male,Uruguay,0.0330098093907514,2017,9
15-24,Female,Uruguay,0.3203198272023645,2017,9
25+,Female,Uruguay,0.0597899875985745,2017,9
15-24,Total,Uruguay,0.2509937631341306,2017,8
25+,Total,Uruguay,0.0511296783490435,2017,8
15-24,Male,Uruguay,0.1916745949047856,2017,8
25+,Male,Uruguay,0.0459132880816975,2017,8
15-24,Female,Uruguay,0.3261431031184235,2017,8
25+,Female,Uruguay,0.0572651293928103,2017,8
15-24,Total,Uruguay,0.2212956359246317,2017,7
25+,Total,Uruguay,0.052306194173441,2017,7
15-24,Male,Uruguay,0.1989587805925289,2017,7
25+,Male,Uruguay,0.0401320752868326,2017,7
15-24,Female,Uruguay,0.2539612460142261,2017,7
25+,Female,Uruguay,0.0661560625989254,2017,7
15-24,Total,Uruguay,0.2510520847123767,2017,6
25+,Total,Uruguay,0.0500412418775224,2017,6
15-24,Male,Uruguay,0.2302337835214509,2017,6
25+,Male,Uruguay,0.0389946023377563,2017,6
15-24,Female,Uruguay,0.2796412487741714,2017,6
25+,Female,Uruguay,0.062746191506738,2017,6
15-24,Total,Uruguay,0.2623264683447749,2017,5
25+,Total,Uruguay,0.0482707667021593,2017,5
15-24,Male,Uruguay,0.2094558730240928,2017,5
25+,Male,Uruguay,0.0412020806934667,2017,5
15-24,Female,Uruguay,0.3381547431160295,2017,5
25+,Female,Uruguay,0.0565320461556037,2017,5
15-24,Total,Uruguay,0.2621019119841146,2017,4
25+,Total,Uruguay,0.0529872192909866,2017,4
15-24,Male,Uruguay,0.2273801891328738,2017,4
25+,Male,Uruguay,0.040057067200663,2017,4
15-24,Female,Uruguay,0.3034508537661945,2017,4
25+,Female,Uruguay,0.0677693920335429,2017,4
15-24,Total,Uruguay,0.266693533277479,2017,3
25+,Total,Uruguay,0.0576994315725615,2017,3
15-24,Male,Uruguay,0.1930877483443708,2017,3
25+,Male,Uruguay,0.0439401034684287,2017,3
15-24,Female,Uruguay,0.3686620401210884,2017,3
25+,Female,Uruguay,0.0733731375214996,2017,3
15-24,Total,Uruguay,0.2501717131246065,2017,2
25+,Total,Uruguay,0.0510941691094643,2017,2
15-24,Male,Uruguay,0.2255854470602094,2017,2
25+,Male,Uruguay,0.0367156872258665,2017,2
15-24,Female,Uruguay,0.2837064161219123,2017,2
25+,Female,Uruguay,0.0681916196339016,2017,2
15-24,Total,Uruguay,0.2597553768736234,2017,1
25+,Total,Uruguay,0.0481741574915618,2017,1
15-24,Male,Uruguay,0.2089599111014482,2017,1
25+,Male,Uruguay,0.0389167244726349,2017,1
15-24,Female,Uruguay,0.3337792524400869,2017,1
25+,Female,Uruguay,0.0589109440973297,2017,1
15-24,Total,Uruguay,0.2336136315716118,2016,12
25+,Total,Uruguay,0.0484608803218893,2016,12
15-24,Male,Uruguay,0.221093283339346,2016,12
25+,Male,Uruguay,0.0331403410224309,2016,12
15-24,Female,Uruguay,0.2527317716329221,2016,12
25+,Female,Uruguay,0.0665268784463015,2016,12
15-24,Total,Uruguay,0.2536352201257861,2016,11
25+,Total,Uruguay,0.0468104377260196,2016,11
15-24,Male,Uruguay,0.2123602720517894,2016,11
25+,Male,Uruguay,0.0373147824708222,2016,11
15-24,Female,Uruguay,0.3131991262989683,2016,11
25+,Female,Uruguay,0.0576793289625915,2016,11
15-24,Total,Uruguay,0.2125536916647318,2016,10
25+,Total,Uruguay,0.04465281250701,2016,10
15-24,Male,Uruguay,0.1621059729167837,2016,10
25+,Male,Uruguay,0.0343208826953998,2016,10
15-24,Female,Uruguay,0.2825286858627409,2016,10
25+,Female,Uruguay,0.056562451621883,2016,10
15-24,Total,Uruguay,0.2636336714296291,2016,9
25+,Total,Uruguay,0.0523948773387257,2016,9
15-24,Male,Uruguay,0.2263688915056468,2016,9
25+,Male,Uruguay,0.040220321617242,2016,9
15-24,Female,Uruguay,0.3097881931784282,2016,9
25+,Female,Uruguay,0.0665381666232861,2016,9
15-24,Total,Uruguay,0.2377565307237891,2016,8
25+,Total,Uruguay,0.0480917332405924,2016,8
15-24,Male,Uruguay,0.2114575494847047,2016,8
25+,Male,Uruguay,0.0370148111104937,2016,8
15-24,Female,Uruguay,0.2729205490957768,2016,8
25+,Female,Uruguay,0.0611813114658417,2016,8
15-24,Total,Uruguay,0.2493407423183411,2016,7
25+,Total,Uruguay,0.0579856147277411,2016,7
15-24,Male,Uruguay,0.2079721424545771,2016,7
25+,Male,Uruguay,0.0493387638693545,2016,7
15-24,Female,Uruguay,0.3058030604115347,2016,7
25+,Female,Uruguay,0.0680795268296159,2016,7
15-24,Total,Uruguay,0.2388883325703822,2016,6
25+,Total,Uruguay,0.0447432875088079,2016,6
15-24,Male,Uruguay,0.2032698095543282,2016,6
25+,Male,Uruguay,0.0314846840870863,2016,6
15-24,Female,Uruguay,0.2859467222300623,2016,6
25+,Female,Uruguay,0.059914566741523,2016,6
15-24,Total,Uruguay,0.2423297492371561,2016,5
25+,Total,Uruguay,0.0493249232957863,2016,5
15-24,Male,Uruguay,0.2002983247915551,2016,5
25+,Male,Uruguay,0.0339320285900061,2016,5
15-24,Female,Uruguay,0.3011062282163964,2016,5
25+,Female,Uruguay,0.067682047715829,2016,5
15-24,Total,Uruguay,0.2257033980860695,2016,4
25+,Total,Uruguay,0.0536766404709764,2016,4
15-24,Male,Uruguay,0.1757611495608454,2016,4
25+,Male,Uruguay,0.0435632626750404,2016,4
15-24,Female,Uruguay,0.2938252999297271,2016,4
25+,Female,Uruguay,0.0652662201088199,2016,4
15-24,Total,Uruguay,0.2287604521494931,2016,3
25+,Total,Uruguay,0.0544296804582327,2016,3
15-24,Male,Uruguay,0.2017563346967578,2016,3
25+,Male,Uruguay,0.0421412424927427,2016,3
15-24,Female,Uruguay,0.2643405046617939,2016,3
25+,Female,Uruguay,0.0684591434304296,2016,3
15-24,Total,Uruguay,0.2348868773519726,2016,2
25+,Total,Uruguay,0.050622429914031,2016,2
15-24,Male,Uruguay,0.1974290389387691,2016,2
25+,Male,Uruguay,0.0400735217121886,2016,2
15-24,Female,Uruguay,0.2867948524859012,2016,2
25+,Female,Uruguay,0.0631087002486202,2016,2
15-24,Total,Uruguay,0.2378486217088674,2016,1
25+,Total,Uruguay,0.0486143040344141,2016,1
15-24,Male,Uruguay,0.2023851061708703,2016,1
25+,Male,Uruguay,0.0410707665654008,2016,1
15-24,Female,Uruguay,0.2890421924609421,2016,1
25+,Female,Uruguay,0.0573043003947889,2016,1
15-24,Total,Uruguay,0.2295647262050982,2015,12
25+,Total,Uruguay,0.0419896498458295,2015,12
15-24,Male,Uruguay,0.2052241383279994,2015,12
25+,Male,Uruguay,0.0343860819710617,2015,12
15-24,Female,Uruguay,0.2619029411314867,2015,12
25+,Female,Uruguay,0.050933132187792,2015,12
15-24,Total,Uruguay,0.2410324179523543,2015,11
25+,Total,Uruguay,0.0498579267962018,2015,11
15-24,Male,Uruguay,0.1957001481629667,2015,11
25+,Male,Uruguay,0.0398144681761385,2015,11
15-24,Female,Uruguay,0.3018303163437272,2015,11
25+,Female,Uruguay,0.0615314629298153,2015,11
15-24,Total,Uruguay,0.2571301453969497,2015,10
25+,Total,Uruguay,0.0530078036442865,2015,10
15-24,Male,Uruguay,0.2477159057145687,2015,10
25+,Male,Uruguay,0.0480339239587959,2015,10
15-24,Female,Uruguay,0.2698675912665511,2015,10
25+,Female,Uruguay,0.0587217556747311,2015,10
15-24,Total,Uruguay,0.2249603130653081,2015,9
25+,Total,Uruguay,0.0538591387760761,2015,9
15-24,Male,Uruguay,0.2069858747011716,2015,9
25+,Male,Uruguay,0.0378307546613338,2015,9
15-24,Female,Uruguay,0.250982731043457,2015,9
25+,Female,Uruguay,0.072740252753358,2015,9
15-24,Total,Uruguay,0.2241535992575262,2015,8
25+,Total,Uruguay,0.0507620141566682,2015,8
15-24,Male,Uruguay,0.1895116880747098,2015,8
25+,Male,Uruguay,0.0388425166755027,2015,8
15-24,Female,Uruguay,0.2747080305854605,2015,8
25+,Female,Uruguay,0.064653704504665,2015,8
15-24,Total,Uruguay,0.2163375257632775,2015,7
25+,Total,Uruguay,0.0433808115096889,2015,7
15-24,Male,Uruguay,0.1872250084612781,2015,7
25+,Male,Uruguay,0.0342060166148785,2015,7
15-24,Female,Uruguay,0.2602465102465102,2015,7
25+,Female,Uruguay,0.0541615312953865,2015,7
15-24,Total,Uruguay,0.2296123634970304,2015,6
25+,Total,Uruguay,0.0448447845618567,2015,6
15-24,Male,Uruguay,0.2077182648510719,2015,6
25+,Male,Uruguay,0.0317615647466594,2015,6
15-24,Female,Uruguay,0.2617891877683344,2015,6
25+,Female,Uruguay,0.0601513994345805,2015,6
15-24,Total,Uruguay,0.2207071799307958,2015,5
25+,Total,Uruguay,0.0461817703749812,2015,5
15-24,Male,Uruguay,0.1861137837921723,2015,5
25+,Male,Uruguay,0.0375607528664093,2015,5
15-24,Female,Uruguay,0.2686063002277709,2015,5
25+,Female,Uruguay,0.056147261834005,2015,5
15-24,Total,Uruguay,0.2528021950822802,2015,4
25+,Total,Uruguay,0.0491315287757508,2015,4
15-24,Male,Uruguay,0.2036832505506573,2015,4
25+,Male,Uruguay,0.0404765673513618,2015,4
15-24,Female,Uruguay,0.3153810898389444,2015,4
25+,Female,Uruguay,0.0594671540594497,2015,4
15-24,Total,Uruguay,0.2017729272711586,2015,3
25+,Total,Uruguay,0.0491048181241169,2015,3
15-24,Male,Uruguay,0.1890077870521172,2015,3
25+,Male,Uruguay,0.0337048253979135,2015,3
15-24,Female,Uruguay,0.2183553719008264,2015,3
25+,Female,Uruguay,0.0668284992540015,2015,3
15-24,Total,Uruguay,0.2358776893729878,2015,2
25+,Total,Uruguay,0.0399178477394722,2015,2
15-24,Male,Uruguay,0.2243701626202198,2015,2
25+,Male,Uruguay,0.0300253013139559,2015,2
15-24,Female,Uruguay,0.2523774184083809,2015,2
25+,Female,Uruguay,0.0515396288796854,2015,2
15-24,Total,Uruguay,0.1840507358923156,2015,1
25+,Total,Uruguay,0.0442488187537612,2015,1
15-24,Male,Uruguay,0.164683187975972,2015,1
25+,Male,Uruguay,0.0350596412782402,2015,1
15-24,Female,Uruguay,0.2117513839959738,2015,1
25+,Female,Uruguay,0.0549392158210733,2015,1
15-24,Total,Uruguay,0.1904389025811643,2014,12
25+,Total,Uruguay,0.0409989738580668,2014,12
15-24,Male,Uruguay,0.1483364575039653,2014,12
25+,Male,Uruguay,0.0246565960199383,2014,12
15-24,Female,Uruguay,0.2475385583348921,2014,12
25+,Female,Uruguay,0.0604613021062494,2014,12
15-24,Total,Uruguay,0.2041152408491431,2014,11
25+,Total,Uruguay,0.0446666897079779,2014,11
15-24,Male,Uruguay,0.1721965275029679,2014,11
25+,Male,Uruguay,0.0356597346057825,2014,11
15-24,Female,Uruguay,0.2464793355874339,2014,11
25+,Female,Uruguay,0.0552592224051002,2014,11
15-24,Total,Uruguay,0.1895075827725991,2014,10
25+,Total,Uruguay,0.042352614537758,2014,10
15-24,Male,Uruguay,0.1601296259990082,2014,10
25+,Male,Uruguay,0.0281211441671651,2014,10
15-24,Female,Uruguay,0.2326252538930264,2014,10
25+,Female,Uruguay,0.0587867227352205,2014,10
15-24,Total,Uruguay,0.1944260760377736,2014,9
25+,Total,Uruguay,0.0382745171000086,2014,9
15-24,Male,Uruguay,0.1669042981170218,2014,9
25+,Male,Uruguay,0.0248388432195872,2014,9
15-24,Female,Uruguay,0.2287484034693758,2014,9
25+,Female,Uruguay,0.0540025211368769,2014,9
15-24,Total,Uruguay,0.1930148247619555,2014,8
25+,Total,Uruguay,0.045506294267504,2014,8
15-24,Male,Uruguay,0.1471744719463628,2014,8
25+,Male,Uruguay,0.0312062284562533,2014,8
15-24,Female,Uruguay,0.2628461723062155,2014,8
25+,Female,Uruguay,0.0624305942659038,2014,8
15-24,Total,Uruguay,0.1590738043441631,2014,7
25+,Total,Uruguay,0.0383531404218506,2014,7
15-24,Male,Uruguay,0.1361890335487252,2014,7
25+,Male,Uruguay,0.0304302738513264,2014,7
15-24,Female,Uruguay,0.1914439662966043,2014,7
25+,Female,Uruguay,0.0478527607361963,2014,7
15-24,Total,Uruguay,0.2209851807046726,2014,6
25+,Total,Uruguay,0.0411723331011301,2014,6
15-24,Male,Uruguay,0.2093895149028347,2014,6
25+,Male,Uruguay,0.0290080850926927,2014,6
15-24,Female,Uruguay,0.234846912944965,2014,6
25+,Female,Uruguay,0.0558353071732424,2014,6
15-24,Total,Uruguay,0.2126541286929307,2014,5
25+,Total,Uruguay,0.0412566962760734,2014,5
15-24,Male,Uruguay,0.1782254939945757,2014,5
25+,Male,Uruguay,0.0278253138957832,2014,5
15-24,Female,Uruguay,0.2619926849689331,2014,5
25+,Female,Uruguay,0.0565191075192348,2014,5
15-24,Total,Uruguay,0.1973924822214697,2014,4
25+,Total,Uruguay,0.044960726935677,2014,4
15-24,Male,Uruguay,0.1663140220596265,2014,4
25+,Male,Uruguay,0.0277652686830507,2014,4
15-24,Female,Uruguay,0.2355732948732999,2014,4
25+,Female,Uruguay,0.0651794304232402,2014,4
15-24,Total,Uruguay,0.1818819831489825,2014,3
25+,Total,Uruguay,0.0417149033750543,2014,3
15-24,Male,Uruguay,0.1350738311415554,2014,3
25+,Male,Uruguay,0.0298489236244373,2014,3
15-24,Female,Uruguay,0.2459074355619983,2014,3
25+,Female,Uruguay,0.0556702723061388,2014,3
15-24,Total,Uruguay,0.2056445396426568,2014,2
25+,Total,Uruguay,0.0429782868683297,2014,2
15-24,Male,Uruguay,0.1630583487242629,2014,2
25+,Male,Uruguay,0.0288472842331695,2014,2
15-24,Female,Uruguay,0.2633640570797246,2014,2
25+,Female,Uruguay,0.0592641598634749,2014,2
15-24,Total,Uruguay,0.2016391625445123,2014,1
25+,Total,Uruguay,0.0409343409506435,2014,1
15-24,Male,Uruguay,0.1791251433631053,2014,1
25+,Male,Uruguay,0.0242963139379182,2014,1
15-24,Female,Uruguay,0.2331049375025954,2014,1
25+,Female,Uruguay,0.0598304862836613,2014,1
15-24,Total,United States of America,0.0919453371878744,2024,9
25+,Total,United States of America,0.031002752426434,2024,9
15-24,Male,United States of America,0.0986243751589706,2024,9
25+,Male,United States of America,0.030384817053027,2024,9
15-24,Female,United States of America,0.0849355015656025,2024,9
25+,Female,United States of America,0.0317043051188415,2024,9
15-24,Total,United States of America,0.0986722447989082,2024,8
25+,Total,United States of America,0.0357091845132192,2024,8
15-24,Male,United States of America,0.1019468376705918,2024,8
25+,Male,United States of America,0.0335763322990325,2024,8
15-24,Female,United States of America,0.0952903345986345,2024,8
25+,Female,United States of America,0.0381259935652839,2024,8
15-24,Total,United States of America,0.0978774944497296,2024,7
25+,Total,United States of America,0.0368008890825437,2024,7
15-24,Male,United States of America,0.0980755446324971,2024,7
25+,Male,United States of America,0.0346204630234361,2024,7
15-24,Female,United States of America,0.0976706197767364,2024,7
25+,Female,United States of America,0.0393111072194673,2024,7
15-24,Total,United States of America,0.1023338433242018,2024,6
25+,Total,United States of America,0.0332403526105225,2024,6
15-24,Male,United States of America,0.1057653710676565,2024,6
25+,Male,United States of America,0.0313921253089173,2024,6
15-24,Female,United States of America,0.0986834277587891,2024,6
25+,Female,United States of America,0.0353631954305296,2024,6
15-24,Total,United States of America,0.0923482898451987,2024,5
25+,Total,United States of America,0.0290429179512149,2024,5
15-24,Male,United States of America,0.1005375987929638,2024,5
25+,Male,United States of America,0.03099833577217,2024,5
15-24,Female,United States of America,0.0837760032981537,2024,5
25+,Female,United States of America,0.026827085135396,2024,5
15-24,Total,United States of America,0.0725251150801696,2024,4
25+,Total,United States of America,0.0297099118045749,2024,4
15-24,Male,United States of America,0.0760252603089877,2024,4
25+,Male,United States of America,0.0316611635148771,2024,4
15-24,Female,United States of America,0.0688991305286048,2024,4
25+,Female,United States of America,0.0274998709160706,2024,4
15-24,Total,United States of America,0.0861630289770963,2024,3
25+,Total,United States of America,0.0324134448024869,2024,3
15-24,Male,United States of America,0.0937856963791586,2024,3
25+,Male,United States of America,0.0335195719921385,2024,3
15-24,Female,United States of America,0.0783247524324304,2024,3
25+,Female,United States of America,0.0311533803676469,2024,3
15-24,Total,United States of America,0.0899725071421849,2024,2
25+,Total,United States of America,0.0347015690451133,2024,2
15-24,Male,United States of America,0.0985878469839694,2024,2
25+,Male,United States of America,0.036858584646583,2024,2
15-24,Female,United States of America,0.0812862265288199,2024,2
25+,Female,United States of America,0.0322539447145776,2024,2
15-24,Total,United States of America,0.0786435710137362,2024,1
25+,Total,United States of America,0.0352233899348249,2024,1
15-24,Male,United States of America,0.0962745893490744,2024,1
25+,Male,United States of America,0.0392088895051522,2024,1
15-24,Female,United States of America,0.0608668704939777,2024,1
25+,Female,United States of America,0.0306795301867657,2024,1
15-24,Total,United States of America,0.0701025197490732,2023,12
25+,Total,United States of America,0.0303006169018072,2023,12
15-24,Male,United States of America,0.0745228057060224,2023,12
25+,Male,United States of America,0.0335028803735482,2023,12
15-24,Female,United States of America,0.0656484163564889,2023,12
25+,Female,United States of America,0.0266000426053142,2023,12
15-24,Total,United States of America,0.074333685716743,2023,11
25+,Total,United States of America,0.0287398041717362,2023,11
15-24,Male,United States of America,0.0801699633339839,2023,11
25+,Male,United States of America,0.0314554133831767,2023,11
15-24,Female,United States of America,0.0683765535350824,2023,11
25+,Female,United States of America,0.0256114995887621,2023,11
15-24,Total,United States of America,0.0849714518834405,2023,10
25+,Total,United States of America,0.0290152814767819,2023,10
15-24,Male,United States of America,0.0944111660461579,2023,10
25+,Male,United States of America,0.0296809782724057,2023,10
15-24,Female,United States of America,0.0755225350865239,2023,10
25+,Female,United States of America,0.0282549611612233,2023,10
15-24,Total,United States of America,0.0839573204768493,2023,9
25+,Total,United States of America,0.0289430895645343,2023,9
15-24,Male,United States of America,0.0962744353297796,2023,9
25+,Male,United States of America,0.0301404408608098,2023,9
15-24,Female,United States of America,0.0713219262489335,2023,9
25+,Female,United States of America,0.0275635275474531,2023,9
15-24,Total,United States of America,0.0869752732651928,2023,8
25+,Total,United States of America,0.0319350336684396,2023,8
15-24,Male,United States of America,0.0968789506695038,2023,8
25+,Male,United States of America,0.0300528256251726,2023,8
15-24,Female,United States of America,0.076681358842275,2023,8
25+,Female,United States of America,0.0340988292678349,2023,8
15-24,Total,United States of America,0.0869352135766549,2023,7
25+,Total,United States of America,0.0298139244684697,2023,7
15-24,Male,United States of America,0.0918382507578247,2023,7
25+,Male,United States of America,0.0274235620615314,2023,7
15-24,Female,United States of America,0.0819093870698157,2023,7
25+,Female,United States of America,0.0325841185914032,2023,7
15-24,Total,United States of America,0.0878673567789679,2023,6
25+,Total,United States of America,0.0296731850662229,2023,6
15-24,Male,United States of America,0.0946512707024557,2023,6
25+,Male,United States of America,0.0287497313168604,2023,6
15-24,Female,United States of America,0.0808090694580166,2023,6
25+,Female,United States of America,0.0307434115253647,2023,6
15-24,Total,United States of America,0.074116570974789,2023,5
25+,Total,United States of America,0.0281565332502403,2023,5
15-24,Male,United States of America,0.0785732264919339,2023,5
25+,Male,United States of America,0.0283302236697635,2023,5
15-24,Female,United States of America,0.0694617144870176,2023,5
25+,Female,United States of America,0.0279564547913328,2023,5
15-24,Total,United States of America,0.0574702634526704,2023,4
25+,Total,United States of America,0.0270309783305006,2023,4
15-24,Male,United States of America,0.0630255646535102,2023,4
25+,Male,United States of America,0.0285778363877543,2023,4
15-24,Female,United States of America,0.0517292255811125,2023,4
25+,Female,United States of America,0.0252471412560922,2023,4
15-24,Total,United States of America,0.0740258549748445,2023,3
25+,Total,United States of America,0.0305352656871246,2023,3
15-24,Male,United States of America,0.0827373990675014,2023,3
25+,Male,United States of America,0.0335272910060822,2023,3
15-24,Female,United States of America,0.0647120551588021,2023,3
25+,Female,United States of America,0.027080533709702,2023,3
15-24,Total,United States of America,0.0831859204220748,2023,2
25+,Total,United States of America,0.0322348754560764,2023,2
15-24,Male,United States of America,0.0973212669355597,2023,2
25+,Male,United States of America,0.0341584270440223,2023,2
15-24,Female,United States of America,0.0686067153592685,2023,2
25+,Female,United States of America,0.0300174178335325,2023,2
15-24,Total,United States of America,0.0866791496864997,2023,1
25+,Total,United States of America,0.0314687295813633,2023,1
15-24,Male,United States of America,0.0990063136871231,2023,1
25+,Male,United States of America,0.0344303518640724,2023,1
15-24,Female,United States of America,0.0741433754398705,2023,1
25+,Female,United States of America,0.02804305998638,2023,1
15-24,Total,United States of America,0.0733384922437943,2022,12
25+,Total,United States of America,0.0267174667910586,2022,12
15-24,Male,United States of America,0.0757027678203587,2022,12
25+,Male,United States of America,0.0280573934525706,2022,12
15-24,Female,United States of America,0.0709131828999443,2022,12
25+,Female,United States of America,0.0251765595245682,2022,12
15-24,Total,United States of America,0.0755941367940364,2022,11
25+,Total,United States of America,0.0275203672266036,2022,11
15-24,Male,United States of America,0.0850817690469583,2022,11
25+,Male,United States of America,0.0270616246638729,2022,11
