Model,Country,Age,Sex,Date,Forecast,R^2,MSE,RMSE,MAPE
SARIMA,France,25+,Male,2026-04-01,0.06050253796369322,0.1753198147284747,1.2927954134755354e-06,0.0011370116153652677,0.013167315441679104
SARIMA,France,25+,Male,2026-05-01,0.06030100354771387,0.1753198147284747,1.2927954134755354e-06,0.0011370116153652677,0.013167315441679104
SARIMA,France,25+,Male,2026-06-01,0.06043457637422882,0.1753198147284747,1.2927954134755354e-06,0.0011370116153652677,0.013167315441679104
SARIMA,France,25+,Male,2026-07-01,0.06052715265333973,0.1753198147284747,1.2927954134755354e-06,0.0011370116153652677,0.013167315441679104
SARIMA,France,25+,Male,2026-08-01,0.060308113702003674,0.1753198147284747,1.2927954134755354e-06,0.0011370116153652677,0.013167315441679104
SARIMA,France,25+,Male,2026-09-01,0.0604651640448809,0.1753198147284747,1.2927954134755354e-06,0.0011370116153652677,0.013167315441679104
SARIMA,France,25+,Male,2026-10-01,0.06023656710019977,0.1753198147284747,1.2927954134755354e-06,0.0011370116153652677,0.013167315441679104
SARIMA,France,25+,Male,2026-11-01,0.060125022148757146,0.1753198147284747,1.2927954134755354e-06,0.0011370116153652677,0.013167315441679104
SARIMA,France,25+,Male,2026-12-01,0.05996702741341605,0.1753198147284747,1.2927954134755354e-06,0.0011370116153652677,0.013167315441679104
SARIMA,France,25+,Female,2026-01-01,0.06028757925292454,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,France,25+,Female,2026-02-01,0.06030133189901976,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,France,25+,Female,2026-03-01,0.059955025650656,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,France,25+,Female,2026-04-01,0.05998989948207464,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,France,25+,Female,2026-05-01,0.05945596853093068,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,France,25+,Female,2026-06-01,0.05936858389119488,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,France,25+,Female,2026-07-01,0.0603394311057955,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,France,25+,Female,2026-08-01,0.060118897138038335,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,France,25+,Female,2026-09-01,0.05986397652490705,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,France,25+,Female,2026-10-01,0.059085512058109683,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,France,25+,Female,2026-11-01,0.05879145176278459,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,France,25+,Female,2026-12-01,0.05865509588195892,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,France,25+,Total,2026-01-01,0.06028757925292454,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,France,25+,Total,2026-02-01,0.06030133189901976,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,France,25+,Total,2026-03-01,0.059955025650656,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,France,25+,Total,2026-04-01,0.05998989948207464,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,France,25+,Total,2026-05-01,0.05945596853093068,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,France,25+,Total,2026-06-01,0.05936858389119488,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,France,25+,Total,2026-07-01,0.0603394311057955,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,France,25+,Total,2026-08-01,0.060118897138038335,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,France,25+,Total,2026-09-01,0.05986397652490705,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,France,25+,Total,2026-10-01,0.059085512058109683,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,France,25+,Total,2026-11-01,0.05879145176278459,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,France,25+,Total,2026-12-01,0.05865509588195892,0.7163778811775964,8.979642624348059e-07,0.0009476097627371755,0.01069623959434691
SARIMA,Greece,15-24,Female,2026-01-01,0.14675929088072165,0.7600754097942176,0.002277455689131375,0.047722695744596984,0.1466286450676731
SARIMA,Greece,15-24,Female,2026-02-01,0.13143610394932428,0.7600754097942176,0.002277455689131375,0.047722695744596984,0.1466286450676731
SARIMA,Greece,15-24,Female,2026-03-01,0.1288003102433081,0.7600754097942176,0.002277455689131375,0.047722695744596984,0.1466286450676731
SARIMA,Greece,15-24,Female,2026-04-01,0.14076731734448478,0.7600754097942176,0.002277455689131375,0.047722695744596984,0.1466286450676731
SARIMA,Greece,15-24,Female,2026-05-01,0.12361688106853837,0.7600754097942176,0.002277455689131375,0.047722695744596984,0.1466286450676731
SARIMA,Greece,15-24,Female,2026-06-01,0.12692443639284,0.7600754097942176,0.002277455689131375,0.047722695744596984,0.1466286450676731
SARIMA,Greece,15-24,Female,2026-07-01,0.11437836267233939,0.7600754097942176,0.002277455689131375,0.047722695744596984,0.1466286450676731
SARIMA,Greece,15-24,Female,2026-08-01,0.11144391511359913,0.7600754097942176,0.002277455689131375,0.047722695744596984,0.1466286450676731
SARIMA,Greece,15-24,Female,2026-09-01,0.09373181090757218,0.7600754097942176,0.002277455689131375,0.047722695744596984,0.1466286450676731
SARIMA,Greece,15-24,Female,2026-10-01,0.11656390718619512,0.7600754097942176,0.002277455689131375,0.047722695744596984,0.1466286450676731
SARIMA,Greece,15-24,Female,2026-11-01,0.10436731039146842,0.7600754097942176,0.002277455689131375,0.047722695744596984,0.1466286450676731
SARIMA,Greece,15-24,Female,2026-12-01,0.08631814512794551,0.7600754097942176,0.002277455689131375,0.047722695744596984,0.1466286450676731
ARIMA,Greece,15-24,Female,2026-01-01,0.1311988565731844,0.7874048464512713,0.002018034256163716,0.04492253617243483,0.11750474047723676
ARIMA,Greece,15-24,Female,2026-02-01,0.1291630229894476,0.7874048464512713,0.002018034256163716,0.04492253617243483,0.11750474047723676
ARIMA,Greece,15-24,Female,2026-03-01,0.12490825371842382,0.7874048464512713,0.002018034256163716,0.04492253617243483,0.11750474047723676
ARIMA,Greece,15-24,Female,2026-04-01,0.12151467335967762,0.7874048464512713,0.002018034256163716,0.04492253617243483,0.11750474047723676
ARIMA,Greece,15-24,Female,2026-05-01,0.11890787261399365,0.7874048464512713,0.002018034256163716,0.04492253617243483,0.11750474047723676
ARIMA,Greece,15-24,Female,2026-06-01,0.11520581742355555,0.7874048464512713,0.002018034256163716,0.04492253617243483,0.11750474047723676
ARIMA,Greece,15-24,Female,2026-07-01,0.11178133858799345,0.7874048464512713,0.002018034256163716,0.04492253617243483,0.11750474047723676
ARIMA,Greece,15-24,Female,2026-08-01,0.10884917405055519,0.7874048464512713,0.002018034256163716,0.04492253617243483,0.11750474047723676
ARIMA,Greece,15-24,Female,2026-09-01,0.1053957799344412,0.7874048464512713,0.002018034256163716,0.04492253617243483,0.11750474047723676
ARIMA,Greece,15-24,Female,2026-10-01,0.10200044295404771,0.7874048464512713,0.002018034256163716,0.04492253617243483,0.11750474047723676
ARIMA,Greece,15-24,Female,2026-11-01,0.09889156763281451,0.7874048464512713,0.002018034256163716,0.04492253617243483,0.11750474047723676
ARIMA,Greece,15-24,Female,2026-12-01,0.09554438329016157,0.7874048464512713,0.002018034256163716,0.04492253617243483,0.11750474047723676
SARIMA,Greece,15-24,Male,2026-01-01,0.12263271166661534,0.28642195624733335,0.0015380480615933305,0.03921795585689456,0.13461464098337175
SARIMA,Greece,15-24,Male,2026-02-01,0.15057926940856847,0.28642195624733335,0.0015380480615933305,0.03921795585689456,0.13461464098337175
SARIMA,Greece,15-24,Male,2026-03-01,0.10939566278942664,0.28642195624733335,0.0015380480615933305,0.03921795585689456,0.13461464098337175
SARIMA,Greece,15-24,Male,2026-04-01,0.14286544800957576,0.28642195624733335,0.0015380480615933305,0.03921795585689456,0.13461464098337175
SARIMA,Greece,15-24,Male,2026-05-01,0.113218617628877,0.28642195624733335,0.0015380480615933305,0.03921795585689456,0.13461464098337175
SARIMA,Greece,15-24,Male,2026-06-01,0.11211096564506606,0.28642195624733335,0.0015380480615933305,0.03921795585689456,0.13461464098337175
SARIMA,Greece,15-24,Male,2026-07-01,0.10970909742614551,0.28642195624733335,0.0015380480615933305,0.03921795585689456,0.13461464098337175
SARIMA,Greece,15-24,Male,2026-08-01,0.09789927963071837,0.28642195624733335,0.0015380480615933305,0.03921795585689456,0.13461464098337175
SARIMA,Greece,15-24,Male,2026-09-01,0.10517831161665533,0.28642195624733335,0.0015380480615933305,0.03921795585689456,0.13461464098337175
SARIMA,Greece,15-24,Male,2026-10-01,0.11388432898671114,0.28642195624733335,0.0015380480615933305,0.03921795585689456,0.13461464098337175
SARIMA,Greece,15-24,Male,2026-11-01,0.11553099517160975,0.28642195624733335,0.0015380480615933305,0.03921795585689456,0.13461464098337175
SARIMA,Greece,15-24,Male,2026-12-01,0.11286914271030016,0.28642195624733335,0.0015380480615933305,0.03921795585689456,0.13461464098337175
ARIMA,Greece,15-24,Male,2026-01-01,0.1432828880540848,0.5861325506409414,0.000892051029058722,0.029867223323548544,0.08737033323185606
ARIMA,Greece,15-24,Male,2026-02-01,0.14065382378026478,0.5861325506409414,0.000892051029058722,0.029867223323548544,0.08737033323185606
ARIMA,Greece,15-24,Male,2026-03-01,0.1380148332635437,0.5861325506409414,0.000892051029058722,0.029867223323548544,0.08737033323185606
ARIMA,Greece,15-24,Male,2026-04-01,0.13535702134919053,0.5861325506409414,0.000892051029058722,0.029867223323548544,0.08737033323185606
ARIMA,Greece,15-24,Male,2026-05-01,0.13271594878922627,0.5861325506409414,0.000892051029058722,0.029867223323548544,0.08737033323185606
ARIMA,Greece,15-24,Male,2026-06-01,0.13007040132766132,0.5861325506409414,0.000892051029058722,0.029867223323548544,0.08737033323185606
ARIMA,Greece,15-24,Male,2026-07-01,0.12742164099760456,0.5861325506409414,0.000892051029058722,0.029867223323548544,0.08737033323185606
ARIMA,Greece,15-24,Male,2026-08-01,0.12477678523639382,0.5861325506409414,0.000892051029058722,0.029867223323548544,0.08737033323185606
ARIMA,Greece,15-24,Male,2026-09-01,0.12213044228792952,0.5861325506409414,0.000892051029058722,0.029867223323548544,0.08737033323185606
ARIMA,Greece,15-24,Male,2026-10-01,0.1194836561915326,0.5861325506409414,0.000892051029058722,0.029867223323548544,0.08737033323185606
ARIMA,Greece,15-24,Male,2026-11-01,0.11683773627531191,0.5861325506409414,0.000892051029058722,0.029867223323548544,0.08737033323185606
ARIMA,Greece,15-24,Male,2026-12-01,0.11419138491959181,0.5861325506409414,0.000892051029058722,0.029867223323548544,0.08737033323185606
SARIMA,Greece,15-24,Total,2026-01-01,0.1303793853876471,0.8474890341225539,0.000729900699562701,0.027016674472678925,0.09118281795386247
SARIMA,Greece,15-24,Total,2026-02-01,0.12714524821782777,0.8474890341225539,0.000729900699562701,0.027016674472678925,0.09118281795386247
SARIMA,Greece,15-24,Total,2026-03-01,0.12238160036358685,0.8474890341225539,0.000729900699562701,0.027016674472678925,0.09118281795386247
SARIMA,Greece,15-24,Total,2026-04-01,0.1291961438051451,0.8474890341225539,0.000729900699562701,0.027016674472678925,0.09118281795386247
SARIMA,Greece,15-24,Total,2026-05-01,0.12313437341347588,0.8474890341225539,0.000729900699562701,0.027016674472678925,0.09118281795386247
SARIMA,Greece,15-24,Total,2026-06-01,0.11971533911081839,0.8474890341225539,0.000729900699562701,0.027016674472678925,0.09118281795386247
SARIMA,Greece,15-24,Total,2026-07-01,0.10670532534249448,0.8474890341225539,0.000729900699562701,0.027016674472678925,0.09118281795386247
SARIMA,Greece,15-24,Total,2026-08-01,0.10489802491429007,0.8474890341225539,0.000729900699562701,0.027016674472678925,0.09118281795386247
SARIMA,Greece,15-24,Total,2026-09-01,0.0938735530202436,0.8474890341225539,0.000729900699562701,0.027016674472678925,0.09118281795386247
SARIMA,Greece,15-24,Total,2026-10-01,0.09980267287321203,0.8474890341225539,0.000729900699562701,0.027016674472678925,0.09118281795386247
SARIMA,Greece,15-24,Total,2026-11-01,0.10200078466228492,0.8474890341225539,0.000729900699562701,0.027016674472678925,0.09118281795386247
SARIMA,Greece,15-24,Total,2026-12-01,0.08119870515466913,0.8474890341225539,0.000729900699562701,0.027016674472678925,0.09118281795386247
ARIMA,Greece,15-24,Total,2026-01-01,0.12942543624159092,0.8595157301489981,0.0006723422558624388,0.025929563356571178,0.07339607078277771
ARIMA,Greece,15-24,Total,2026-02-01,0.1233897867658396,0.8595157301489981,0.0006723422558624388,0.025929563356571178,0.07339607078277771
ARIMA,Greece,15-24,Total,2026-03-01,0.12259800112489087,0.8595157301489981,0.0006723422558624388,0.025929563356571178,0.07339607078277771
ARIMA,Greece,15-24,Total,2026-04-01,0.11853395150882808,0.8595157301489981,0.0006723422558624388,0.025929563356571178,0.07339607078277771
ARIMA,Greece,15-24,Total,2026-05-01,0.11598865116488265,0.8595157301489981,0.0006723422558624388,0.025929563356571178,0.07339607078277771
ARIMA,Greece,15-24,Total,2026-06-01,0.11246283468107121,0.8595157301489981,0.0006723422558624388,0.025929563356571178,0.07339607078277771
ARIMA,Greece,15-24,Total,2026-07-01,0.11024380731644719,0.8595157301489981,0.0006723422558624388,0.025929563356571178,0.07339607078277771
ARIMA,Greece,15-24,Total,2026-08-01,0.10641668037733508,0.8595157301489981,0.0006723422558624388,0.025929563356571178,0.07339607078277771
ARIMA,Greece,15-24,Total,2026-09-01,0.10400242582010753,0.8595157301489981,0.0006723422558624388,0.025929563356571178,0.07339607078277771
ARIMA,Greece,15-24,Total,2026-10-01,0.1006904263721274,0.8595157301489981,0.0006723422558624388,0.025929563356571178,0.07339607078277771
ARIMA,Greece,15-24,Total,2026-11-01,0.09785565303860402,0.8595157301489981,0.0006723422558624388,0.025929563356571178,0.07339607078277771
ARIMA,Greece,15-24,Total,2026-12-01,0.09466941453156923,0.8595157301489981,0.0006723422558624388,0.025929563356571178,0.07339607078277771
SARIMA,Greece,25+,Female,2026-01-01,0.0877046344567662,0.9259611649429178,3.235386315888008e-05,0.0056880456361460465,0.03565604574701058
SARIMA,Greece,25+,Female,2026-02-01,0.08604249689760413,0.9259611649429178,3.235386315888008e-05,0.0056880456361460465,0.03565604574701058
SARIMA,Greece,25+,Female,2026-03-01,0.08715101948651176,0.9259611649429178,3.235386315888008e-05,0.0056880456361460465,0.03565604574701058
SARIMA,Greece,25+,Female,2026-04-01,0.08645046643966842,0.9259611649429178,3.235386315888008e-05,0.0056880456361460465,0.03565604574701058
SARIMA,Greece,25+,Female,2026-05-01,0.08562443194952778,0.9259611649429178,3.235386315888008e-05,0.0056880456361460465,0.03565604574701058
SARIMA,Greece,25+,Female,2026-06-01,0.08236134043773441,0.9259611649429178,3.235386315888008e-05,0.0056880456361460465,0.03565604574701058
SARIMA,Greece,25+,Female,2026-07-01,0.0796960094860873,0.9259611649429178,3.235386315888008e-05,0.0056880456361460465,0.03565604574701058
SARIMA,Greece,25+,Female,2026-08-01,0.077182971569938,0.9259611649429178,3.235386315888008e-05,0.0056880456361460465,0.03565604574701058
SARIMA,Greece,25+,Female,2026-09-01,0.07545473294915216,0.9259611649429178,3.235386315888008e-05,0.0056880456361460465,0.03565604574701058
SARIMA,Greece,25+,Female,2026-10-01,0.07542884265107604,0.9259611649429178,3.235386315888008e-05,0.0056880456361460465,0.03565604574701058
SARIMA,Greece,25+,Female,2026-11-01,0.07318083054303887,0.9259611649429178,3.235386315888008e-05,0.0056880456361460465,0.03565604574701058
SARIMA,Greece,25+,Female,2026-12-01,0.07193261075474731,0.9259611649429178,3.235386315888008e-05,0.0056880456361460465,0.03565604574701058
ARIMA,Greece,25+,Female,2026-01-01,0.08792707663867531,0.9338282281776972,2.8916074231433153e-05,0.005377366849251886,0.02840002327815799
ARIMA,Greece,25+,Female,2026-02-01,0.08649441131352219,0.9338282281776972,2.8916074231433153e-05,0.005377366849251886,0.02840002327815799
ARIMA,Greece,25+,Female,2026-03-01,0.08498166818560648,0.9338282281776972,2.8916074231433153e-05,0.005377366849251886,0.02840002327815799
ARIMA,Greece,25+,Female,2026-04-01,0.08352704319862517,0.9338282281776972,2.8916074231433153e-05,0.005377366849251886,0.02840002327815799
ARIMA,Greece,25+,Female,2026-05-01,0.08208648315345618,0.9338282281776972,2.8916074231433153e-05,0.005377366849251886,0.02840002327815799
ARIMA,Greece,25+,Female,2026-06-01,0.08061067056103806,0.9338282281776972,2.8916074231433153e-05,0.005377366849251886,0.02840002327815799
ARIMA,Greece,25+,Female,2026-07-01,0.07914353931102153,0.9338282281776972,2.8916074231433153e-05,0.005377366849251886,0.02840002327815799
ARIMA,Greece,25+,Female,2026-08-01,0.07769012673558504,0.9338282281776972,2.8916074231433153e-05,0.005377366849251886,0.02840002327815799
ARIMA,Greece,25+,Female,2026-09-01,0.07622627526629147,0.9338282281776972,2.8916074231433153e-05,0.005377366849251886,0.02840002327815799
ARIMA,Greece,25+,Female,2026-10-01,0.07476022898212689,0.9338282281776972,2.8916074231433153e-05,0.005377366849251886,0.02840002327815799
ARIMA,Greece,25+,Female,2026-11-01,0.07330036699580712,0.9338282281776972,2.8916074231433153e-05,0.005377366849251886,0.02840002327815799
ARIMA,Greece,25+,Female,2026-12-01,0.07183884609276327,0.9338282281776972,2.8916074231433153e-05,0.005377366849251886,0.02840002327815799
SARIMA,Greece,25+,Male,2026-01-01,0.05460769603741669,0.8305062283081183,1.3430578500293024e-05,0.003664775368326553,0.037580366821273366
SARIMA,Greece,25+,Male,2026-02-01,0.05337717545607528,0.8305062283081183,1.3430578500293024e-05,0.003664775368326553,0.037580366821273366
SARIMA,Greece,25+,Male,2026-03-01,0.054879025201756124,0.8305062283081183,1.3430578500293024e-05,0.003664775368326553,0.037580366821273366
SARIMA,Greece,25+,Male,2026-04-01,0.05210770176317459,0.8305062283081183,1.3430578500293024e-05,0.003664775368326553,0.037580366821273366
SARIMA,Greece,25+,Male,2026-05-01,0.0508844181796868,0.8305062283081183,1.3430578500293024e-05,0.003664775368326553,0.037580366821273366
SARIMA,Greece,25+,Male,2026-06-01,0.05390398122195544,0.8305062283081183,1.3430578500293024e-05,0.003664775368326553,0.037580366821273366
SARIMA,Greece,25+,Male,2026-07-01,0.046565321180571516,0.8305062283081183,1.3430578500293024e-05,0.003664775368326553,0.037580366821273366
SARIMA,Greece,25+,Male,2026-08-01,0.04509455803952772,0.8305062283081183,1.3430578500293024e-05,0.003664775368326553,0.037580366821273366
SARIMA,Greece,25+,Male,2026-09-01,0.04404958174716942,0.8305062283081183,1.3430578500293024e-05,0.003664775368326553,0.037580366821273366
SARIMA,Greece,25+,Male,2026-10-01,0.04324120799040544,0.8305062283081183,1.3430578500293024e-05,0.003664775368326553,0.037580366821273366
SARIMA,Greece,25+,Male,2026-11-01,0.04230351578328569,0.8305062283081183,1.3430578500293024e-05,0.003664775368326553,0.037580366821273366
SARIMA,Greece,25+,Male,2026-12-01,0.041107438137855314,0.8305062283081183,1.3430578500293024e-05,0.003664775368326553,0.037580366821273366
ARIMA,Greece,25+,Male,2026-01-01,0.056535708055751116,0.8533329583181218,1.1621802955067299e-05,0.0034090765545917705,0.02817597446524724
ARIMA,Greece,25+,Male,2026-02-01,0.055617566960430055,0.8533329583181218,1.1621802955067299e-05,0.0034090765545917705,0.02817597446524724
ARIMA,Greece,25+,Male,2026-03-01,0.054692487353873366,0.8533329583181218,1.1621802955067299e-05,0.0034090765545917705,0.02817597446524724
ARIMA,Greece,25+,Male,2026-04-01,0.053748795868016244,0.8533329583181218,1.1621802955067299e-05,0.0034090765545917705,0.02817597446524724
ARIMA,Greece,25+,Male,2026-05-01,0.052829090816488775,0.8533329583181218,1.1621802955067299e-05,0.0034090765545917705,0.02817597446524724
ARIMA,Greece,25+,Male,2026-06-01,0.051890731109938866,0.8533329583181218,1.1621802955067299e-05,0.0034090765545917705,0.02817597446524724
ARIMA,Greece,25+,Male,2026-07-01,0.05096264785748174,0.8533329583181218,1.1621802955067299e-05,0.0034090765545917705,0.02817597446524724
ARIMA,Greece,25+,Male,2026-08-01,0.05003132415449715,0.8533329583181218,1.1621802955067299e-05,0.0034090765545917705,0.02817597446524724
ARIMA,Greece,25+,Male,2026-09-01,0.04909906737941339,0.8533329583181218,1.1621802955067299e-05,0.0034090765545917705,0.02817597446524724
ARIMA,Greece,25+,Male,2026-10-01,0.04816929999177974,0.8533329583181218,1.1621802955067299e-05,0.0034090765545917705,0.02817597446524724
ARIMA,Greece,25+,Male,2026-11-01,0.04723715233672144,0.8533329583181218,1.1621802955067299e-05,0.0034090765545917705,0.02817597446524724
ARIMA,Greece,25+,Male,2026-12-01,0.04630657003650492,0.8533329583181218,1.1621802955067299e-05,0.0034090765545917705,0.02817597446524724
SARIMA,Greece,25+,Total,2026-01-01,0.07295416890859956,0.9379427643667893,1.1372513763039016e-05,0.0033723157863757387,0.026733339607789296
SARIMA,Greece,25+,Total,2026-02-01,0.07077691406030402,0.9379427643667893,1.1372513763039016e-05,0.0033723157863757387,0.026733339607789296
SARIMA,Greece,25+,Total,2026-03-01,0.06953228158180827,0.9379427643667893,1.1372513763039016e-05,0.0033723157863757387,0.026733339607789296
SARIMA,Greece,25+,Total,2026-04-01,0.07008901099140255,0.9379427643667893,1.1372513763039016e-05,0.0033723157863757387,0.026733339607789296
SARIMA,Greece,25+,Total,2026-05-01,0.06897928894102176,0.9379427643667893,1.1372513763039016e-05,0.0033723157863757387,0.026733339607789296
SARIMA,Greece,25+,Total,2026-06-01,0.06648851235525567,0.9379427643667893,1.1372513763039016e-05,0.0033723157863757387,0.026733339607789296
