Country,Sex,Age,age_categories,Continent,Year,UnemploymentRate,latitude,longitude
Equatorial Guinea,Female,25+,Adults,Africa,2016,0.1031439972148576,1.650801,10.267895
Equatorial Guinea,Female,15-24,Youth,Africa,2016,0.2341795881202967,1.650801,10.267895
Eritrea,Female,25+,Adults,Africa,2016,0.0612865215179025,15.179384,39.782334
Eritrea,Male,15-24,Youth,Africa,2016,0.1245413888219383,15.179384,39.782334
Eritrea,Male,25+,Adults,Africa,2016,0.0454594145845049,15.179384,39.782334
Eritrea,Female,15-24,Youth,Africa,2016,0.1588468439516884,15.179384,39.782334
Estonia,Male,25+,Adults,Europe,2016,0.0880399560804477,58.595272,25.013607
Estonia,Female,25+,Adults,Europe,2016,0.075654106745936,58.595272,25.013607
Estonia,Female,15-24,Youth,Europe,2016,0.1406764682252751,58.595272,25.013607
Estonia,Total,15-24,Youth,Europe,2016,0.1887603438579577,58.595272,25.013607
Estonia,Total,25+,Adults,Europe,2016,0.0831123965614204,58.595272,25.013607
Estonia,Male,15-24,Youth,Europe,2016,0.2100506146059291,58.595272,25.013607
Eswatini,Total,15-24,Youth,Africa,2016,0.6296697999517956,,
Eswatini,Total,25+,Adults,Africa,2016,0.2408344714924613,,
Eswatini,Female,15-24,Youth,Africa,2016,0.6556332181784098,,
Eswatini,Male,15-24,Youth,Africa,2016,0.6005329262740686,,
Eswatini,Male,25+,Adults,Africa,2016,0.2250207546664524,,
Eswatini,Female,25+,Adults,Africa,2016,0.2584692429233282,,
Ethiopia,Female,15-24,Youth,Africa,2016,0.0689188827294394,9.145,40.489673
Ethiopia,Male,25+,Adults,Africa,2016,0.0165769529471626,9.145,40.489673
Ethiopia,Male,15-24,Youth,Africa,2016,0.0383626576685145,9.145,40.489673
Ethiopia,Female,25+,Adults,Africa,2016,0.0318282852628478,9.145,40.489673
Ethiopia,Total,25+,Adults,Africa,2016,0.0372423520169965,9.145,40.489673
Ethiopia,Total,15-24,Youth,Africa,2016,0.0372423520169965,9.145,40.489673
Fiji,Total,15-24,Youth,Oceania,2016,0.2056854395972255,-16.578193,179.414413
Fiji,Total,25+,Adults,Oceania,2016,0.0291904341072815,-16.578193,179.414413
Fiji,Female,15-24,Youth,Oceania,2016,0.2864813475804075,-16.578193,179.414413
Fiji,Female,25+,Adults,Oceania,2016,0.0297795988323826,-16.578193,179.414413
Fiji,Male,15-24,Youth,Oceania,2016,0.1551779545271953,-16.578193,179.414413
Fiji,Male,25+,Adults,Oceania,2016,0.0277041321871401,-16.578193,179.414413
Finland,Female,15-24,Youth,Europe,2016,0.2478642778715085,61.92411,25.748151
Finland,Male,15-24,Youth,Europe,2016,0.2881417208966015,61.92411,25.748151
Finland,Male,25+,Adults,Europe,2016,0.0978682949037251,61.92411,25.748151
Finland,Total,25+,Adults,Europe,2016,0.0968238665274095,61.92411,25.748151
Finland,Total,15-24,Youth,Europe,2016,0.2692884496933665,61.92411,25.748151
Finland,Female,25+,Adults,Europe,2016,0.094828740526499,61.92411,25.748151
France,Total,15-24,Youth,Europe,2016,0.3375913874829276,46.227638,2.213749
France,Total,25+,Adults,Europe,2016,0.115382555368094,46.227638,2.213749
France,Female,25+,Adults,Europe,2016,0.1129857261455236,46.227638,2.213749
France,Female,15-24,Youth,Europe,2016,0.3336546959106611,46.227638,2.213749
France,Male,15-24,Youth,Europe,2016,0.3359979647036769,46.227638,2.213749
France,Male,25+,Adults,Europe,2016,0.1160252805227497,46.227638,2.213749
French Polynesia,Female,15-24,Youth,Oceania,2016,0.5265927532738812,-17.679742,-149.406843
French Polynesia,Female,25+,Adults,Oceania,2016,0.1051391232157681,-17.679742,-149.406843
French Polynesia,Male,15-24,Youth,Oceania,2016,0.4309606063040625,-17.679742,-149.406843
French Polynesia,Male,25+,Adults,Oceania,2016,0.0937173616132401,-17.679742,-149.406843
Gabon,Male,25+,Adults,Africa,2016,0.168152968586808,-0.803689,11.609444
Gabon,Male,15-24,Youth,Africa,2016,0.417342867089794,-0.803689,11.609444
Gabon,Female,25+,Adults,Africa,2016,0.3586540264052917,-0.803689,11.609444
Gabon,Female,15-24,Youth,Africa,2016,0.5639645429956348,-0.803689,11.609444
Gambia,Male,25+,Adults,Africa,2016,0.0671781687689135,13.443182,-15.310139
Gambia,Total,25+,Adults,Africa,2016,0.0952304437481588,13.443182,-15.310139
Gambia,Total,15-24,Youth,Africa,2016,0.0952304437481588,13.443182,-15.310139
Gambia,Female,15-24,Youth,Africa,2016,0.138467100506146,13.443182,-15.310139
Gambia,Female,25+,Adults,Africa,2016,0.0704587450791355,13.443182,-15.310139
Gambia,Male,15-24,Youth,Africa,2016,0.1261482017085776,13.443182,-15.310139
Georgia,Total,25+,Adults,Asia,2016,0.1983878310704051,42.315407,43.356892
Georgia,Total,15-24,Youth,Asia,2016,0.4819769154548619,42.315407,43.356892
Georgia,Female,25+,Adults,Asia,2016,0.149098845772743,42.315407,43.356892
Georgia,Female,15-24,Youth,Asia,2016,0.4306526338341233,42.315407,43.356892
Georgia,Male,15-24,Youth,Asia,2016,0.5006561152620443,42.315407,43.356892
Georgia,Male,25+,Adults,Asia,2016,0.2380627192630084,42.315407,43.356892
Germany,Female,15-24,Youth,Europe,2016,0.0811038804531212,51.165691,10.451526
Germany,Male,25+,Adults,Europe,2016,0.0540692536354141,51.165691,10.451526
Germany,Male,15-24,Youth,Europe,2016,0.1044160574167804,51.165691,10.451526
Germany,Total,15-24,Youth,Europe,2016,0.0944672076270051,51.165691,10.451526
Germany,Total,25+,Adults,Europe,2016,0.050119171955759,51.165691,10.451526
Germany,Female,25+,Adults,Europe,2016,0.0461423100613266,51.165691,10.451526
Ghana,Total,15-24,Youth,Africa,2016,0.0885041464699213,7.946527,-1.023194
Ghana,Total,25+,Adults,Africa,2016,0.0885041464699213,7.946527,-1.023194
Ghana,Female,15-24,Youth,Africa,2016,0.1366058755791221,7.946527,-1.023194
Ghana,Male,15-24,Youth,Africa,2016,0.1466618462280067,7.946527,-1.023194
Ghana,Male,25+,Adults,Africa,2016,0.0529712648295439,7.946527,-1.023194
Ghana,Female,25+,Adults,Africa,2016,0.0540692536354141,7.946527,-1.023194
Greece,Male,25+,Adults,Europe,2016,0.2450121849977236,39.074208,21.824312
Greece,Total,25+,Adults,Europe,2016,0.2958945930746364,39.074208,21.824312
Greece,Total,15-24,Youth,Europe,2016,0.6334725904501753,39.074208,21.824312
Greece,Male,15-24,Youth,Europe,2016,0.5922444498004874,39.074208,21.824312
Greece,Female,15-24,Youth,Europe,2016,0.6787981039607937,39.074208,21.824312
Greece,Female,25+,Adults,Europe,2016,0.356431268578774,39.074208,21.824312
Guam,Male,25+,Adults,Oceania,2016,0.0585683297180043,13.444304,144.793731
Guam,Female,25+,Adults,Oceania,2016,0.0449238102889585,13.444304,144.793731
Guam,Female,15-24,Youth,Oceania,2016,0.1731474786427786,13.444304,144.793731
Guam,Male,15-24,Youth,Oceania,2016,0.1673361720360997,13.444304,144.793731
Guatemala,Female,25+,Adults,North America,2016,0.0225221606277282,15.783471,-90.230759
Guatemala,Male,15-24,Youth,North America,2016,0.0590369834766074,15.783471,-90.230759
Guatemala,Male,25+,Adults,North America,2016,0.0150103103826892,15.783471,-90.230759
Guatemala,Female,15-24,Youth,North America,2016,0.107991216089553,15.783471,-90.230759
Guatemala,Total,15-24,Youth,North America,2016,0.0757210572828794,15.783471,-90.230759
Guatemala,Total,25+,Adults,North America,2016,0.0178757933638627,15.783471,-90.230759
Guinea,Total,15-24,Youth,Africa,2016,0.0726569543754407,9.945587,-9.696645
Guinea,Total,25+,Adults,Africa,2016,0.0726569543754407,9.945587,-9.696645
Guinea,Female,15-24,Youth,Africa,2016,0.0978013443667818,9.945587,-9.696645
Guinea,Female,25+,Adults,Africa,2016,0.0549396106156771,9.945587,-9.696645
Guinea,Male,15-24,Youth,Africa,2016,0.0837149513939101,9.945587,-9.696645
Guinea,Male,25+,Adults,Africa,2016,0.0657186470635494,9.945587,-9.696645
Guinea-Bissau,Male,25+,Adults,Africa,2016,0.0462896012426019,11.803749,-15.180413
Guinea-Bissau,Male,15-24,Youth,Africa,2016,0.0524892209635521,11.803749,-15.180413
Guinea-Bissau,Total,15-24,Youth,Africa,2016,0.044678324986833,11.803749,-15.180413
Guinea-Bissau,Female,15-24,Youth,Africa,2016,0.0552074127634503,11.803749,-15.180413
Guinea-Bissau,Total,25+,Adults,Africa,2016,0.044678324986833,11.803749,-15.180413
Guinea-Bissau,Female,25+,Adults,Africa,2016,0.0306231755978682,11.803749,-15.180413
Guyana,Male,25+,Adults,South America,2016,0.1223186309954205,4.860416,-58.93018
Guyana,Total,15-24,Youth,South America,2016,0.22424412843791,4.860416,-58.93018
Guyana,Female,15-24,Youth,South America,2016,0.4429313623095256,4.860416,-58.93018
Guyana,Female,25+,Adults,South America,2016,0.1362041723574623,4.860416,-58.93018
Guyana,Male,15-24,Youth,South America,2016,0.2694893013041964,4.860416,-58.93018
Guyana,Total,25+,Adults,South America,2016,0.22424412843791,4.860416,-58.93018
Haiti,Female,15-24,Youth,North America,2016,0.5803540344393562,18.971187,-72.285215
Haiti,Female,25+,Adults,North America,2016,0.1584719209448059,18.971187,-72.285215
Haiti,Male,15-24,Youth,North America,2016,0.3628986904474973,18.971187,-72.285215
Haiti,Male,25+,Adults,North America,2016,0.1044428376315577,18.971187,-72.285215
Honduras,Total,15-24,Youth,North America,2016,0.1682199191237513,15.199999,-86.241905
Honduras,Female,15-24,Youth,North America,2016,0.2790632280870893,15.199999,-86.241905
Honduras,Female,25+,Adults,North America,2016,0.0686376904742775,15.199999,-86.241905
Honduras,Male,15-24,Youth,North America,2016,0.1130392865750783,15.199999,-86.241905
Honduras,Male,25+,Adults,North America,2016,0.0560777697437133,15.199999,-86.241905
Honduras,Total,25+,Adults,North America,2016,0.0603626041080849,15.199999,-86.241905
Hong Kong,Female,15-24,Youth,Asia,2016,0.1141506654883372,22.396428,114.109497
Hong Kong,Female,25+,Adults,Asia,2016,0.0338501914785356,22.396428,114.109497
Hong Kong,Male,15-24,Youth,Asia,2016,0.1467555769797273,22.396428,114.109497
Hong Kong,Male,25+,Adults,Asia,2016,0.0406523660319755,22.396428,114.109497
Hong Kong,Total,25+,Adults,Asia,2016,0.0373717897217535,22.396428,114.109497
Hong Kong,Total,15-24,Youth,Asia,2016,0.1301920141399533,22.396428,114.109497
Hungary,Male,15-24,Youth,Europe,2016,0.1722771216625157,47.162494,19.503304
Hungary,Total,15-24,Youth,Europe,2016,0.1725717040250662,47.162494,19.503304
Hungary,Total,25+,Adults,Europe,2016,0.0594520768056559,47.162494,19.503304
Hungary,Female,25+,Adults,Europe,2016,0.0598269998125385,47.162494,19.503304
Hungary,Female,15-24,Youth,Europe,2016,0.1716343965078599,47.162494,19.503304
Hungary,Male,25+,Adults,Europe,2016,0.0587959615436115,47.162494,19.503304
Iceland,Male,15-24,Youth,Europe,2016,0.0866339948046383,64.963051,-19.020835
Iceland,Male,25+,Adults,Europe,2016,0.0281593958383546,64.963051,-19.020835
Iceland,Female,25+,Adults,Europe,2016,0.0301813020540424,64.963051,-19.020835
Iceland,Total,15-24,Youth,Europe,2016,0.0866875552341929,64.963051,-19.020835
Iceland,Total,25+,Adults,Europe,2016,0.0299402801210465,64.963051,-19.020835
Iceland,Female,15-24,Youth,Europe,2016,0.0820545780777161,64.963051,-19.020835
India,Total,15-24,Youth,Asia,2016,0.1624755630540156,20.593684,78.96288
India,Total,25+,Adults,Asia,2016,0.1624755630540156,20.593684,78.96288
India,Female,15-24,Youth,Asia,2016,0.3103291288396132,20.593684,78.96288
India,Female,25+,Adults,Asia,2016,0.0704721351865241,20.593684,78.96288
India,Male,15-24,Youth,Asia,2016,0.3237326263356632,20.593684,78.96288
India,Male,25+,Adults,Asia,2016,0.0613534720548458,20.593684,78.96288
Indonesia,Total,25+,Adults,Asia,2016,0.0272756487507029,-0.789275,113.921327
Indonesia,Male,25+,Adults,Asia,2016,0.0323504994510056,-0.789275,113.921327
Indonesia,Male,15-24,Youth,Asia,2016,0.2132374601644305,-0.789275,113.921327
Indonesia,Female,15-24,Youth,Asia,2016,0.2152459762727296,-0.789275,113.921327
Indonesia,Female,25+,Adults,Asia,2016,0.0200985511903805,-0.789275,113.921327
Indonesia,Total,15-24,Youth,Asia,2016,0.2113360649152406,-0.789275,113.921327
Iran,Female,15-24,Youth,Asia,2016,0.5814788034600037,32.427908,53.688046
Iran,Total,25+,Adults,Asia,2016,0.1388286334056399,32.427908,53.688046
Iran,Male,25+,Adults,Asia,2016,0.1165341046035189,32.427908,53.688046
Iran,Female,25+,Adults,Asia,2016,0.2313676655686778,32.427908,53.688046
Iran,Total,15-24,Youth,Asia,2016,0.3919418333735036,32.427908,53.688046
Iran,Male,15-24,Youth,Asia,2016,0.3383144532819153,32.427908,53.688046
Iraq,Total,15-24,Youth,Asia,2016,0.3030449104201815,33.223191,43.679291
Iraq,Total,25+,Adults,Asia,2016,0.1001847834819635,33.223191,43.679291
Iraq,Female,15-24,Youth,Asia,2016,0.500950697624595,33.223191,43.679291
Iraq,Female,25+,Adults,Asia,2016,0.2455477892932701,33.223191,43.679291
Iraq,Male,15-24,Youth,Asia,2016,0.2641868187782866,33.223191,43.679291
Iraq,Male,25+,Adults,Asia,2016,0.0672183390910795,33.223191,43.679291
Ireland,Female,25+,Adults,Europe,2016,0.0894325272488685,53.41291,-8.24389
Ireland,Total,25+,Adults,Europe,2016,0.0954848557885434,53.41291,-8.24389
Ireland,Total,15-24,Youth,Europe,2016,0.2244449800487399,53.41291,-8.24389
Ireland,Female,15-24,Youth,Europe,2016,0.1810342518947001,53.41291,-8.24389
Ireland,Male,25+,Adults,Europe,2016,0.100479365844514,53.41291,-8.24389
Ireland,Male,15-24,Youth,Europe,2016,0.2626737366433678,53.41291,-8.24389
Israel,Total,25+,Adults,Asia,2016,0.0531319461182078,31.046051,34.851612
Israel,Total,15-24,Youth,Asia,2016,0.1142042259178918,31.046051,34.851612
Israel,Female,15-24,Youth,Asia,2016,0.1192255161886398,31.046051,34.851612
Israel,Female,25+,Adults,Asia,2016,0.0538684020245842,31.046051,34.851612
Israel,Male,15-24,Youth,Asia,2016,0.1084598698481561,31.046051,34.851612
Israel,Male,25+,Adults,Asia,2016,0.0519536166680056,31.046051,34.851612
Italy,Male,25+,Adults,Europe,2016,0.1227872847540237,41.87194,12.56738
Italy,Male,15-24,Youth,Europe,2016,0.4878953429206502,41.87194,12.56738
Italy,Female,25+,Adults,Europe,2016,0.1478803460003749,41.87194,12.56738
Italy,Female,15-24,Youth,Europe,2016,0.5303018130205405,41.87194,12.56738
Italy,Total,15-24,Youth,Europe,2016,0.5052221418815778,41.87194,12.56738
Italy,Total,25+,Adults,Europe,2016,0.1333386893762888,41.87194,12.56738
Jamaica,Total,25+,Adults,North America,2016,0.0783187381162796,18.109581,-77.297508
Jamaica,Total,15-24,Youth,North America,2016,0.322393615596797,18.109581,-77.297508
Jamaica,Female,15-24,Youth,North America,2016,0.4104335716772448,18.109581,-77.297508
Jamaica,Female,25+,Adults,North America,2016,0.1112851825071637,18.109581,-77.297508
Jamaica,Male,15-24,Youth,North America,2016,0.2678824884175571,18.109581,-77.297508
Jamaica,Male,25+,Adults,North America,2016,0.0549530007230658,18.109581,-77.297508
Japan,Female,15-24,Youth,Asia,2016,0.0597332690608178,36.204824,138.252924
Japan,Female,25+,Adults,Asia,2016,0.0352025923247904,36.204824,138.252924
Japan,Male,15-24,Youth,Asia,2016,0.0759888594306526,36.204824,138.252924
Japan,Male,25+,Adults,Asia,2016,0.0419244262338983,36.204824,138.252924
Japan,Total,25+,Adults,Asia,2016,0.0390455531453362,36.204824,138.252924
Japan,Total,15-24,Youth,Asia,2016,0.0679681851048445,36.204824,138.252924
Jordan,Total,25+,Adults,Asia,2016,0.3455929330838947,30.585164,36.238414
Jordan,Male,25+,Adults,Asia,2016,0.1091427653249779,30.585164,36.238414
Jordan,Total,15-24,Youth,Asia,2016,0.4765137516402881,30.585164,36.238414
Jordan,Male,15-24,Youth,Asia,2016,0.4164055595725877,30.585164,36.238414
Jordan,Female,15-24,Youth,Asia,2016,0.723454112101979,30.585164,36.238414
Jordan,Female,25+,Adults,Asia,2016,0.1935406121957098,30.585164,36.238414
Kazakhstan,Female,15-24,Youth,Asia,2016,0.0534131383733697,48.019573,66.923684
Kazakhstan,Female,25+,Adults,Asia,2016,0.0757880078198227,48.019573,66.923684
Kazakhstan,Male,15-24,Youth,Asia,2016,0.0478830240218526,48.019573,66.923684
Kazakhstan,Male,25+,Adults,Asia,2016,0.0602822634637529,48.019573,66.923684
Kazakhstan,Total,25+,Adults,Asia,2016,0.061552091981111,48.019573,66.923684
Kazakhstan,Total,15-24,Youth,Asia,2016,0.061552091981111,48.019573,66.923684
Kenya,Total,25+,Adults,Africa,2016,0.0204199137677084,-0.023559,37.906193
Kenya,Total,15-24,Youth,Africa,2016,0.0979754157628344,-0.023559,37.906193
Kenya,Male,15-24,Youth,Africa,2016,0.0982833882327736,-0.023559,37.906193
Kenya,Female,25+,Adults,Africa,2016,0.0234192978227685,-0.023559,37.906193
Kenya,Female,15-24,Youth,Africa,2016,0.0981896574810529,-0.023559,37.906193
Kenya,Male,25+,Adults,Africa,2016,0.0175276505717575,-0.023559,37.906193
Kosovo,Total,25+,Adults,Europe,2016,0.3044642618033796,42.602636,20.902977
Kosovo,Total,15-24,Youth,Europe,2016,0.7013872151254652,42.602636,20.902977
Kuwait,Total,25+,Adults,Asia,2016,0.0201119412977692,29.31166,47.481766
Kuwait,Total,15-24,Youth,Asia,2016,0.206100532926274,29.31166,47.481766
Kuwait,Female,25+,Adults,Asia,2016,0.0585147692884496,29.31166,47.481766
Kuwait,Male,25+,Adults,Asia,2016,0.0068959053051605,29.31166,47.481766
Kuwait,Male,15-24,Youth,Asia,2016,0.121983878310704,29.31166,47.481766
Kuwait,Female,15-24,Youth,Asia,2016,0.3954902118314988,29.31166,47.481766
Kyrgyzstan,Total,15-24,Youth,Asia,2016,0.0850405720253876,41.20438,74.766098
Kyrgyzstan,Total,25+,Adults,Asia,2016,0.033796631048981,41.20438,74.766098
Kyrgyzstan,Male,15-24,Youth,Asia,2016,0.0737527114967462,41.20438,74.766098
Kyrgyzstan,Female,15-24,Youth,Asia,2016,0.1135079403336814,41.20438,74.766098
Kyrgyzstan,Female,25+,Adults,Asia,2016,0.0353097131838997,41.20438,74.766098
Kyrgyzstan,Male,25+,Adults,Asia,2016,0.0359926086607214,41.20438,74.766098
Laos,Female,15-24,Youth,Asia,2016,0.0621434883907769,19.85627,102.495496
Laos,Female,25+,Adults,Asia,2016,0.0207680565598136,19.85627,102.495496
Laos,Male,15-24,Youth,Asia,2016,0.0747837497656731,19.85627,102.495496
Laos,Male,25+,Adults,Asia,2016,0.0334350981494871,19.85627,102.495496
Laos,Total,15-24,Youth,Asia,2016,0.0444261446310132,19.85627,102.495496
Laos,Total,25+,Adults,Asia,2016,0.0444261446310132,19.85627,102.495496
Latvia,Female,15-24,Youth,Europe,2016,0.1618730082215259,56.879635,24.603189
Latvia,Female,25+,Adults,Europe,2016,0.1082456281299375,56.879635,24.603189
Latvia,Male,25+,Adults,Europe,2016,0.1321603599260865,56.879635,24.603189
Latvia,Male,15-24,Youth,Europe,2016,0.2854904796336466,56.879635,24.603189
Latvia,Total,25+,Adults,Europe,2016,0.1201896039206234,56.879635,24.603189
Latvia,Total,15-24,Youth,Europe,2016,0.2309525722396293,56.879635,24.603189
Lebanon,Total,15-24,Youth,Asia,2016,0.179344866679164,33.854721,35.862285
Lebanon,Total,25+,Adults,Asia,2016,0.179344866679164,33.854721,35.862285
Lebanon,Male,25+,Adults,Asia,2016,0.0784258589753889,33.854721,35.862285
Lebanon,Male,15-24,Youth,Asia,2016,0.2837229854583433,33.854721,35.862285
Lebanon,Female,25+,Adults,Asia,2016,0.1455772475295251,33.854721,35.862285
Lebanon,Female,15-24,Youth,Asia,2016,0.2831873811627969,33.854721,35.862285
Lesotho,Total,15-24,Youth,Africa,2016,0.2471278219651321,-29.609988,28.233608
Lesotho,Total,25+,Adults,Africa,2016,0.2471278219651321,-29.609988,28.233608
Lesotho,Female,15-24,Youth,Africa,2016,0.4448327575587156,-29.609988,28.233608
Lesotho,Female,25+,Adults,Africa,2016,0.1928309365041107,-29.609988,28.233608
Lesotho,Male,15-24,Youth,Africa,2016,0.229104737419994,-29.609988,28.233608
Lesotho,Male,25+,Adults,Africa,2016,0.1808601804986475,-29.609988,28.233608
Liberia,Female,15-24,Youth,Africa,2016,0.0288690715299536,6.428055,-9.429499
Liberia,Total,25+,Adults,Africa,2016,0.0440400632013068,6.428055,-9.429499
Liberia,Total,15-24,Youth,Africa,2016,0.0303419833427064,6.428055,-9.429499
Liberia,Female,25+,Adults,Africa,2016,0.0314399721485766,6.428055,-9.429499
Liberia,Male,15-24,Youth,Africa,2016,0.0315470930076859,6.428055,-9.429499
Liberia,Male,25+,Adults,Africa,2016,0.0556760665220535,6.428055,-9.429499
Libya,Male,15-24,Youth,Africa,2016,0.568302937789561,26.3351,17.228331
Libya,Male,25+,Adults,Africa,2016,0.1792533676120082,26.3351,17.228331
Libya,Female,15-24,Youth,Africa,2016,0.9297019362095283,26.3351,17.228331
Libya,Female,25+,Adults,Africa,2016,0.2902037974344554,26.3351,17.228331
Lithuania,Total,15-24,Youth,Europe,2016,0.1930451782223293,55.169438,23.881275
Lithuania,Total,25+,Adults,Europe,2016,0.0967569159904662,55.169438,23.881275
Lithuania,Male,15-24,Youth,Europe,2016,0.2127152459762727,55.169438,23.881275
Lithuania,Male,25+,Adults,Europe,2016,0.1119279076618194,55.169438,23.881275
Lithuania,Female,25+,Adults,Europe,2016,0.0822420395811574,55.169438,23.881275
Lithuania,Female,15-24,Youth,Europe,2016,0.1686484025601885,55.169438,23.881275
Luxembourg,Total,25+,Adults,Europe,2016,0.0727752336573739,49.815273,6.129583
Luxembourg,Total,15-24,Youth,Europe,2016,0.2946359229801022,49.815273,6.129583
Luxembourg,Female,15-24,Youth,Europe,2016,0.2413299054658418,49.815273,6.129583
Luxembourg,Female,25+,Adults,Europe,2016,0.0747569695508958,49.815273,6.129583
Luxembourg,Male,15-24,Youth,Europe,2016,0.2632495112610803,49.815273,6.129583
Luxembourg,Male,25+,Adults,Europe,2016,0.0664684930773144,49.815273,6.129583
Madagascar,Female,15-24,Youth,Africa,2016,0.0386706301384537,-18.766947,46.869107
Madagascar,Female,25+,Adults,Africa,2016,0.0168983155244905,-18.766947,46.869107
Madagascar,Male,15-24,Youth,Africa,2016,0.0489944029351115,-18.766947,46.869107
Madagascar,Male,25+,Adults,Africa,2016,0.0118368549315765,-18.766947,46.869107
Madagascar,Total,15-24,Youth,Africa,2016,0.0271283575694277,-18.766947,46.869107
Madagascar,Total,25+,Adults,Africa,2016,0.0271283575694277,-18.766947,46.869107
Malawi,Total,15-24,Youth,Africa,2016,0.0713067852137507,-13.254308,34.301525
Malawi,Total,25+,Adults,Africa,2016,0.0713067852137507,-13.254308,34.301525
Malawi,Male,15-24,Youth,Africa,2016,0.0859912696499825,-13.254308,34.301525
Malawi,Male,25+,Adults,Africa,2016,0.0419913767708417,-13.254308,34.301525
Malawi,Female,15-24,Youth,Africa,2016,0.0949492514929969,-13.254308,34.301525
Malawi,Female,25+,Adults,Africa,2016,0.0716370745293377,-13.254308,34.301525
Malaysia,Male,25+,Adults,Asia,2016,0.0239281219035376,4.210484,101.975766
Malaysia,Female,25+,Adults,Asia,2016,0.0310114887121394,4.210484,101.975766
Malaysia,Female,15-24,Youth,Asia,2016,0.1597439811467287,4.210484,101.975766
Malaysia,Male,15-24,Youth,Asia,2016,0.1402212045740606,4.210484,101.975766
Malaysia,Total,15-24,Youth,Asia,2016,0.1395516992046276,4.210484,101.975766
Malaysia,Total,25+,Adults,Asia,2016,0.0250662810315738,4.210484,101.975766
Maldives,Male,25+,Adults,Asia,2016,0.0454460244771163,3.202778,73.22068
Maldives,Male,15-24,Youth,Asia,2016,0.2423609437347687,3.202778,73.22068
Maldives,Female,25+,Adults,Asia,2016,0.0430224150397686,3.202778,73.22068
Maldives,Female,15-24,Youth,Asia,2016,0.1410246110173803,3.202778,73.22068
Maldives,Total,15-24,Youth,Asia,2016,0.2020031600653437,3.202778,73.22068
Maldives,Total,25+,Adults,Asia,2016,0.0442007444899708,3.202778,73.22068
Mali,Total,15-24,Youth,Africa,2016,0.0308909777456415,17.570692,-3.996166
Mali,Male,25+,Adults,Africa,2016,0.0139391017915963,17.570692,-3.996166
Mali,Male,15-24,Youth,Africa,2016,0.0297394285102166,17.570692,-3.996166
Mali,Female,15-24,Youth,Africa,2016,0.0263115610187193,17.570692,-3.996166
Mali,Female,25+,Adults,Africa,2016,0.0121448274015157,17.570692,-3.996166
Mali,Total,25+,Adults,Africa,2016,0.0145550467314747,17.570692,-3.996166
Malta,Male,15-24,Youth,Europe,2016,0.1352802549476446,35.937496,14.375416
Malta,Female,25+,Adults,Europe,2016,0.054350445890576,35.937496,14.375416
Malta,Female,15-24,Youth,Europe,2016,0.1512278728475402,35.937496,14.375416
Malta,Total,15-24,Youth,Europe,2016,0.1427653249779063,35.937496,14.375416
Malta,Total,25+,Adults,Europe,2016,0.0504539246404756,35.937496,14.375416
Malta,Male,25+,Adults,Europe,2016,0.0479633646661846,35.937496,14.375416
Mauritania,Total,15-24,Youth,Africa,2016,0.1777626023227373,21.00789,-10.940835
Mauritania,Total,25+,Adults,Africa,2016,0.1777626023227373,21.00789,-10.940835
Mauritania,Male,25+,Adults,Africa,2016,0.1036126509734607,21.00789,-10.940835
Mauritania,Male,15-24,Youth,Africa,2016,0.2408210813850727,21.00789,-10.940835
Mauritania,Female,25+,Adults,Africa,2016,0.1237513724860073,21.00789,-10.940835
Mauritania,Female,15-24,Youth,Africa,2016,0.3133552931094507,21.00789,-10.940835
Mauritius,Male,15-24,Youth,Africa,2016,0.2375137248600733,-20.348404,57.552152
Mauritius,Female,15-24,Youth,Africa,2016,0.3978736509466805,-20.348404,57.552152
Mauritius,Female,25+,Adults,Africa,2016,0.0943868669826731,-20.348404,57.552152
Mauritius,Total,15-24,Youth,Africa,2016,0.3047454540585415,-20.348404,57.552152
Mauritius,Total,25+,Adults,Africa,2016,0.0574301705899681,-20.348404,57.552152
Mauritius,Male,25+,Adults,Africa,2016,0.0354837845799523,-20.348404,57.552152
Mexico,Female,15-24,Youth,North America,2016,0.1156235773010899,23.634501,-102.552784
Mexico,Female,25+,Adults,North America,2016,0.0388848718566722,23.634501,-102.552784
Mexico,Male,15-24,Youth,North America,2016,0.0946011087008917,23.634501,-102.552784
Mexico,Total,15-24,Youth,North America,2016,0.1021129589459307,23.634501,-102.552784
Mexico,Total,25+,Adults,North America,2016,0.0400899815216518,23.634501,-102.552784
Mexico,Male,25+,Adults,North America,2016,0.0407862671058621,23.634501,-102.552784
Moldova,Total,15-24,Youth,Europe,2016,0.039447256366996,47.411631,28.369885
Moldova,Female,15-24,Youth,Europe,2016,0.0288824616373423,47.411631,28.369885
Moldova,Female,25+,Adults,Europe,2016,0.0107522562330949,47.411631,28.369885
Moldova,Male,15-24,Youth,Europe,2016,0.0504940949626416,47.411631,28.369885
Moldova,Male,25+,Adults,Europe,2016,0.0274363300393669,47.411631,28.369885
Moldova,Total,25+,Adults,Europe,2016,0.0181703757264133,47.411631,28.369885
Mongolia,Total,15-24,Youth,Asia,2016,0.2777777777777778,46.862496,103.846656
Mongolia,Female,15-24,Youth,Asia,2016,0.2824777054711979,46.862496,103.846656
Mongolia,Male,25+,Adults,Asia,2016,0.0908652687394552,46.862496,103.846656
Mongolia,Male,15-24,Youth,Asia,2016,0.2616560884818296,46.862496,103.846656
