Country,Sex,Age,age_categories,Continent,Year,UnemploymentRate
Cambodia,Female,25+,Adults,Asia,2018,0.0005107988107555894
Cambodia,Total,15-24,Youth,Asia,2018,0.001964610810598421
Cambodia,Total,25+,Adults,Asia,2018,0.001964610810598421
Cambodia,Female,15-24,Youth,Asia,2018,0.005343741404827704
Cameroon,Male,25+,Adults,Africa,2018,0.030097837618367804
Cameroon,Male,15-24,Youth,Africa,2018,0.07681628269439823
Cameroon,Female,25+,Adults,Africa,2018,0.043509580752053016
Cameroon,Female,15-24,Youth,Africa,2018,0.09003156474702362
Cameroon,Total,15-24,Youth,Africa,2018,0.055864799849816425
Cameroon,Total,25+,Adults,Africa,2018,0.055864799849816425
Canada,Total,15-24,Youth,North America,2018,0.13967073122814372
Canada,Total,25+,Adults,North America,2018,0.06506791004701967
Canada,Female,15-24,Youth,North America,2018,0.12281437047320924
Canada,Female,25+,Adults,North America,2018,0.06333905253369307
Canada,Male,15-24,Youth,North America,2018,0.1566187738209061
Canada,Male,25+,Adults,North America,2018,0.06707181307383007
Central African Republic,Male,15-24,Youth,Africa,2018,0.1261411114458226
Central African Republic,Male,25+,Adults,Africa,2018,0.04745189977865384
Central African Republic,Female,25+,Adults,Africa,2018,0.059671779020576014
Central African Republic,Female,15-24,Youth,Africa,2018,0.14859006430826055
Chad,Male,15-24,Youth,Africa,2018,0.027622427997013792
Chad,Male,25+,Adults,Africa,2018,0.014642899241660227
Chad,Female,15-24,Youth,Africa,2018,0.008395436863957252
Chad,Total,25+,Adults,Africa,2018,0.012848554701313668
Chad,Total,15-24,Youth,Africa,2018,0.01944964702492436
Chad,Female,25+,Adults,Africa,2018,0.009718274809760188
Channel Islands,Male,15-24,Youth,Europe,2018,0.18751555316891727
Channel Islands,Female,15-24,Youth,Europe,2018,0.17819020052127674
Channel Islands,Female,25+,Adults,Europe,2018,0.0757553928566751
Channel Islands,Male,25+,Adults,Europe,2018,0.06623357912797474
Chile,Male,25+,Adults,South America,2018,0.07279537923537348
Chile,Total,15-24,Youth,South America,2018,0.23695825856897748
Chile,Female,15-24,Youth,South America,2018,0.2572330421343532
Chile,Female,25+,Adults,South America,2018,0.08505455069350762
Chile,Male,15-24,Youth,South America,2018,0.2184123325169284
Chile,Total,25+,Adults,South America,2018,0.08411153750442038
China,Total,15-24,Youth,Asia,2018,0.14100666657935065
China,Female,15-24,Youth,Asia,2018,0.11347592042016477
China,Male,15-24,Youth,Asia,2018,0.13671071760684209
China,Male,25+,Adults,Asia,2018,0.052651569724037665
China,Female,25+,Adults,Asia,2018,0.040916294482063104
Colombia,Male,25+,Adults,South America,2018,0.07534937328915141
Colombia,Female,15-24,Youth,South America,2018,0.327160089586253
Colombia,Female,25+,Adults,South America,2018,0.12375738366229651
Colombia,Male,15-24,Youth,South America,2018,0.2042540372752158
Colombia,Total,25+,Adults,South America,2018,0.09548008539508322
Colombia,Total,15-24,Youth,South America,2018,0.25422063889143565
Comoros,Total,15-24,Youth,Africa,2018,0.08364003090987675
Comoros,Total,25+,Adults,Africa,2018,0.08364003090987675
Comoros,Female,15-24,Youth,Africa,2018,0.13703815274194184
Comoros,Female,25+,Adults,Africa,2018,0.06309020183101727
Comoros,Male,15-24,Youth,Africa,2018,0.1209021492842268
Comoros,Male,25+,Adults,Africa,2018,0.051315634372830744
Congo,Female,15-24,Youth,Africa,2018,0.5534046705347669
Congo,Female,25+,Adults,Africa,2018,0.23030477662375085
Congo,Male,25+,Adults,Africa,2018,0.18565572160155075
Congo,Male,15-24,Youth,Africa,2018,0.59185865280088
Costa Rica,Total,25+,Adults,North America,2018,0.08016921847781955
Costa Rica,Total,15-24,Youth,North America,2018,0.32543123207292635
Costa Rica,Female,15-24,Youth,North America,2018,0.4128433157391521
Costa Rica,Female,25+,Adults,North America,2018,0.10485782766433971
Costa Rica,Male,15-24,Youth,North America,2018,0.2762111825647339
Costa Rica,Male,25+,Adults,North America,2018,0.06550012442535133
Cote d'Ivoire,Female,25+,Adults,Africa,2018,0.03525821534753965
Cote d'Ivoire,Total,25+,Adults,Africa,2018,0.04266043230169437
Cote d'Ivoire,Male,25+,Adults,Africa,2018,0.025016044321619888
Cote d'Ivoire,Male,15-24,Youth,Africa,2018,0.04942960799465626
Cote d'Ivoire,Female,15-24,Youth,Africa,2018,0.07123678799229873
Cote d'Ivoire,Total,15-24,Youth,Africa,2018,0.04266043230169437
Croatia,Female,25+,Adults,Europe,2018,0.10023444355673142
Croatia,Male,15-24,Youth,Europe,2018,0.2567091459181936
Croatia,Male,25+,Adults,Europe,2018,0.08396746604497649
Croatia,Total,15-24,Youth,Europe,2018,0.30997629369621876
Croatia,Total,25+,Adults,Europe,2018,0.09138059750363453
Croatia,Female,15-24,Youth,Europe,2018,0.3854435436340061
Cuba,Male,15-24,Youth,North America,2018,0.0579560189126534
Cuba,Male,25+,Adults,North America,2018,0.016149100863119017
Cuba,Female,15-24,Youth,North America,2018,0.050267841940511586
Cuba,Female,25+,Adults,North America,2018,0.020183101727547774
Cyprus,Total,25+,Adults,Europe,2018,0.09568964388154706
Cyprus,Total,15-24,Youth,Europe,2018,0.2696493824573352
Cyprus,Male,15-24,Youth,Europe,2018,0.33141674634254953
Cyprus,Female,15-24,Youth,Europe,2018,0.21120875954473423
Cyprus,Female,25+,Adults,Europe,2018,0.10517216539403544
Cyprus,Male,25+,Adults,Europe,2018,0.08725491480137786
Czechia,Total,15-24,Youth,Europe,2018,0.08755615512566961
Czechia,Male,25+,Adults,Europe,2018,0.019200796322248564
Czechia,Male,15-24,Youth,Europe,2018,0.08288038139644537
Czechia,Female,25+,Adults,Europe,2018,0.03313643567209335
Czechia,Female,15-24,Youth,Europe,2018,0.09360715642231274
Czechia,Total,25+,Adults,Europe,2018,0.02543516129454755
Democratic Republic of Congo,Total,25+,Adults,Africa,2018,0.0748909641000118
Democratic Republic of Congo,Female,15-24,Youth,Africa,2018,0.08776571361213344
Democratic Republic of Congo,Male,25+,Adults,Africa,2018,0.057589291561341696
Democratic Republic of Congo,Male,15-24,Youth,Africa,2018,0.14497518041675944
Democratic Republic of Congo,Female,25+,Adults,Africa,2018,0.037851501617529565
Democratic Republic of Congo,Total,15-24,Youth,Africa,2018,0.0748909641000118
Denmark,Total,25+,Adults,Europe,2018,0.05452449869680816
Denmark,Female,15-24,Youth,Europe,2018,0.12028657123023928
Denmark,Female,25+,Adults,Europe,2018,0.060156383020523625
Denmark,Male,15-24,Youth,Europe,2018,0.15359327317258453
Denmark,Total,15-24,Youth,Europe,2018,0.13752275674188946
Denmark,Male,25+,Adults,Europe,2018,0.04941651058925227
Djibouti,Female,15-24,Youth,Africa,2018,1.0
Djibouti,Female,25+,Adults,Africa,2018,0.3561446477452817
Djibouti,Male,15-24,Youth,Africa,2018,0.9686317140574452
Djibouti,Male,25+,Adults,Africa,2018,0.2062448428966222
Djibouti,Total,25+,Adults,Africa,2018,0.5489973936163246
Djibouti,Total,15-24,Youth,Africa,2018,0.5489973936163246
Dominican Republic,Total,25+,Adults,North America,2018,0.051263244751214784
Dominican Republic,Total,15-24,Youth,North America,2018,0.1956490419247947
Dominican Republic,Male,25+,Adults,North America,2018,0.028395174915849173
Dominican Republic,Female,25+,Adults,North America,2018,0.0846878233421959
Dominican Republic,Female,15-24,Youth,North America,2018,0.3012665191025658
Dominican Republic,Male,15-24,Youth,North America,2018,0.1347461067962437
East Timor,Male,15-24,Youth,Asia,2018,0.09744469620568165
East Timor,Male,25+,Adults,Asia,2018,0.018113711673717437
East Timor,Total,25+,Adults,Asia,2018,0.0683575417043217
East Timor,Total,15-24,Youth,Asia,2018,0.0683575417043217
East Timor,Female,25+,Adults,Asia,2018,0.03849327448232505
East Timor,Female,15-24,Youth,Asia,2018,0.15791541695590106
Ecuador,Male,15-24,Youth,South America,2018,0.0840722452882084
Ecuador,Total,25+,Adults,South America,2018,0.03409254626658458
Ecuador,Total,15-24,Youth,South America,2018,0.10352189231313277
Ecuador,Female,15-24,Youth,South America,2018,0.13580699663396684
Ecuador,Male,25+,Adults,South America,2018,0.028015350159133475
Ecuador,Female,25+,Adults,South America,2018,0.04274993123862163
Egypt,Total,25+,Adults,Africa,2018,0.085814200206939
Egypt,Total,15-24,Youth,Africa,2018,0.3243310500189912
Egypt,Female,15-24,Youth,Africa,2018,0.6925777003575592
Egypt,Female,25+,Adults,Africa,2018,0.19625152257337825
Egypt,Male,15-24,Youth,Africa,2018,0.23440426451519955
Egypt,Male,25+,Adults,Africa,2018,0.06402011761470053
El Salvador,Total,15-24,Youth,North America,2018,0.12522429306754335
El Salvador,Total,25+,Adults,North America,2018,0.03462953988814816
El Salvador,Female,15-24,Youth,North America,2018,0.15008316852431536
El Salvador,Male,25+,Adults,North America,2018,0.038427787455305104
El Salvador,Male,15-24,Youth,North America,2018,0.10616756820473865
El Salvador,Female,25+,Adults,North America,2018,0.026875875888986395
Equatorial Guinea,Male,15-24,Youth,Africa,2018,0.19499417165459523
Equatorial Guinea,Male,25+,Adults,Africa,2018,0.0842032193422483
Equatorial Guinea,Female,25+,Adults,Africa,2018,0.1014917944755144
Equatorial Guinea,Female,15-24,Youth,Africa,2018,0.2245026260297835
Eritrea,Female,25+,Adults,Africa,2018,0.05866327880446883
Eritrea,Male,15-24,Youth,Africa,2018,0.11960550614923184
Eritrea,Male,25+,Adults,Africa,2018,0.04419064583306047
Eritrea,Female,15-24,Youth,Africa,2018,0.14855077209204856
Estonia,Male,25+,Adults,Europe,2018,0.061688779452790395
Estonia,Female,25+,Adults,Europe,2018,0.062094799020314076
Estonia,Female,15-24,Youth,Europe,2018,0.1484067006326047
Estonia,Total,15-24,Youth,Europe,2018,0.1578630273342851
Estonia,Total,25+,Adults,Europe,2018,0.06248772118243376
Estonia,Male,15-24,Youth,Europe,2018,0.15969666409084363
Eswatini,Total,15-24,Youth,Africa,2018,0.3864083858321
Eswatini,Total,25+,Adults,Africa,2018,0.3864083858321
Eswatini,Female,15-24,Youth,Africa,2018,0.6497753794973216
Eswatini,Male,15-24,Youth,Africa,2018,0.5953818548545533
Eswatini,Male,25+,Adults,Africa,2018,0.22287854775968882
Eswatini,Female,25+,Adults,Africa,2018,0.2559494964047622
Ethiopia,Female,15-24,Youth,Africa,2018,0.0753755680999594
Ethiopia,Male,25+,Adults,Africa,2018,0.0175374258359419
Ethiopia,Male,15-24,Youth,Africa,2018,0.04108656075231496
Ethiopia,Female,25+,Adults,Africa,2018,0.0341973255098165
Ethiopia,Total,25+,Adults,Africa,2018,0.0400955237434131
Ethiopia,Total,15-24,Youth,Africa,2018,0.0400955237434131
Fiji,Total,15-24,Youth,Oceania,2018,0.10426407861935884
Fiji,Total,25+,Adults,Oceania,2018,0.10426407861935884
Fiji,Female,15-24,Youth,Oceania,2018,0.29212453013058115
Fiji,Female,25+,Adults,Oceania,2018,0.030320493510235625
Fiji,Male,15-24,Youth,Oceania,2018,0.15507327998323533
Fiji,Male,25+,Adults,Oceania,2018,0.027622427997013792
Finland,Female,15-24,Youth,Europe,2018,0.21891003392228
Finland,Male,15-24,Youth,Europe,2018,0.22376917132716012
Finland,Male,25+,Adults,Europe,2018,0.08011682885620358
Finland,Total,25+,Adults,Europe,2018,0.07913452345090438
Finland,Total,15-24,Youth,Europe,2018,0.2224332359759532
Finland,Female,25+,Adults,Europe,2018,0.07727469188353787
France,Total,15-24,Youth,Europe,2018,0.2766564943484696
France,Total,25+,Adults,Europe,2018,0.10227763879975377
France,Female,25+,Adults,Europe,2018,0.10491021728595565
France,Female,15-24,Youth,Europe,2018,0.26273395240402875
France,Male,15-24,Youth,Europe,2018,0.28511741823944675
France,Male,25+,Adults,Europe,2018,0.09868894971906064
French Polynesia,Female,15-24,Youth,Oceania,2018,0.5268693271862843
French Polynesia,Female,25+,Adults,Oceania,2018,0.10494950950216762
French Polynesia,Male,15-24,Youth,Oceania,2018,0.42696231876465274
French Polynesia,Male,25+,Adults,Oceania,2018,0.09263794842241752
Gabon,Male,25+,Adults,Africa,2018,0.16885175046823225
Gabon,Male,15-24,Youth,Africa,2018,0.4163010307658053
Gabon,Female,25+,Adults,Africa,2018,0.35924873282602715
Gabon,Female,15-24,Youth,Africa,2018,0.5613155033987767
Gambia,Male,25+,Adults,Africa,2018,0.053136173723985276
Gambia,Total,25+,Adults,Africa,2018,0.0404185930767115
Gambia,Total,15-24,Youth,Africa,2018,0.09244148734135768
Gambia,Female,15-24,Youth,Africa,2018,0.08206834226139802
Gambia,Female,25+,Adults,Africa,2018,0.026116226375555
Gambia,Male,15-24,Youth,Africa,2018,0.10515906798863145
Georgia,Total,25+,Adults,Asia,2018,0.14375712171418842
Georgia,Total,15-24,Youth,Asia,2018,0.3910623305523176
Georgia,Female,25+,Adults,Asia,2018,0.12128197404094249
Georgia,Female,15-24,Youth,Asia,2018,0.4530261555185918
Georgia,Male,15-24,Youth,Asia,2018,0.3461775222328457
Georgia,Male,25+,Adults,Asia,2018,0.16217207371219763
Germany,Female,15-24,Youth,Europe,2018,0.06635145577661065
Germany,Male,25+,Adults,Europe,2018,0.04422993804927244
Germany,Male,15-24,Youth,Europe,2018,0.09221883144948985
Germany,Total,15-24,Youth,Europe,2018,0.08107293945069481
Germany,Total,25+,Adults,Europe,2018,0.03971133318489607
Germany,Female,25+,Adults,Europe,2018,0.03443307880708831
Ghana,Total,15-24,Youth,Africa,2018,0.0519464927331229
Ghana,Total,25+,Adults,Africa,2018,0.0519464927331229
Ghana,Female,15-24,Youth,Africa,2018,0.07832248431585703
Ghana,Male,15-24,Youth,Africa,2018,0.08244816701811372
Ghana,Male,25+,Adults,Africa,2018,0.030792000104779244
Ghana,Female,25+,Adults,Africa,2018,0.035899988212335136
Greece,Male,25+,Adults,Europe,2018,0.18304933792615682
Greece,Total,25+,Adults,Europe,2018,0.2355961284069626
Greece,Total,15-24,Youth,Europe,2018,0.5251797618891697
Greece,Male,15-24,Youth,Europe,2018,0.4769682125970845
Greece,Female,15-24,Youth,Europe,2018,0.5818915272884442
Greece,Female,25+,Adults,Europe,2018,0.2993673953189873
Guam,Male,25+,Adults,Oceania,2018,0.0580738955612893
Guam,Female,25+,Adults,Oceania,2018,0.04449188615735222
Guam,Female,15-24,Youth,Oceania,2018,0.17106521198150648
Guam,Male,15-24,Youth,Oceania,2018,0.1655381069010229
Guatemala,Female,25+,Adults,North America,2018,0.017616010268365838
Guatemala,Male,15-24,Youth,North America,2018,0.049010491021728594
Guatemala,Male,25+,Adults,North America,2018,0.016515828214430723
Guatemala,Female,15-24,Youth,North America,2018,0.08725491480137786
Guatemala,Total,15-24,Youth,North America,2018,0.06163638983117444
Guatemala,Total,25+,Adults,North America,2018,0.01710521145761025
Guinea,Total,15-24,Youth,Africa,2018,0.06731193217290321
Guinea,Total,25+,Adults,Africa,2018,0.06731193217290321
Guinea,Female,15-24,Youth,Africa,2018,0.095768228313971
Guinea,Female,25+,Adults,Africa,2018,0.05113227069717489
Guinea,Male,15-24,Youth,Africa,2018,0.07682938009980222
Guinea,Male,25+,Adults,Africa,2018,0.05804770075048133
Guinea-Bissau,Male,25+,Adults,Africa,2018,0.045225340859975635
Guinea-Bissau,Male,15-24,Youth,Africa,2018,0.05128943956202276
Guinea-Bissau,Total,15-24,Youth,Africa,2018,0.049835627562179935
Guinea-Bissau,Female,15-24,Youth,Africa,2018,0.05400060248064858
Guinea-Bissau,Total,25+,Adults,Africa,2018,0.03646317664470668
Guinea-Bissau,Female,25+,Adults,Africa,2018,0.029927571348115942
Guyana,Male,25+,Adults,South America,2018,0.12561721522966302
Guyana,Total,15-24,Youth,South America,2018,0.33461251326112296
Guyana,Female,15-24,Youth,South America,2018,0.44954224568113055
Guyana,Female,25+,Adults,South America,2018,0.13754895155269742
Guyana,Male,15-24,Youth,South America,2018,0.268627784835824
Guyana,Total,25+,Adults,South America,2018,0.1284855470131367
Haiti,Female,15-24,Youth,North America,2018,0.575827428586397
Haiti,Female,25+,Adults,North America,2018,0.15706408560464172
Haiti,Male,15-24,Youth,North America,2018,0.3578866026640123
Haiti,Male,25+,Adults,North America,2018,0.10288011944833729
Honduras,Total,15-24,Youth,North America,2018,0.13901586095794424
Honduras,Female,15-24,Youth,North America,2018,0.20627103770743016
Honduras,Female,25+,Adults,North America,2018,0.0574583175073018
Honduras,Male,15-24,Youth,North America,2018,0.10005107988107556
Honduras,Male,25+,Adults,North America,2018,0.04491100313027989
Honduras,Total,25+,Adults,North America,2018,0.05046430302157142
Hong Kong,Female,15-24,Youth,Asia,2018,0.09845319642178885
Hong Kong,Female,25+,Adults,Asia,2018,0.025801888645859253
Hong Kong,Male,15-24,Youth,Asia,2018,0.12983457976974763
Hong Kong,Male,25+,Adults,Asia,2018,0.03443307880708831
Hong Kong,Total,25+,Adults,Asia,2018,0.03015022723998376
Hong Kong,Total,15-24,Youth,Asia,2018,0.11402601144713233
Hungary,Male,15-24,Youth,Europe,2018,0.12773899490510932
Hungary,Total,15-24,Youth,Europe,2018,0.1326112297153934
Hungary,Total,25+,Adults,Europe,2018,0.04150567772524263
Hungary,Female,25+,Adults,Europe,2018,0.045526581184267396
Hungary,Female,15-24,Youth,Europe,2018,0.13931710128223598
Hungary,Male,25+,Adults,Europe,2018,0.03800867048237744
Iceland,Male,15-24,Youth,Europe,2018,0.08243506961270972
Iceland,Male,25+,Adults,Europe,2018,0.027530746159185864
Iceland,Female,25+,Adults,Europe,2018,0.02377179080824089
Iceland,Total,15-24,Youth,Europe,2018,0.07902974420767246
Iceland,Total,25+,Adults,Europe,2018,0.026600830375502618
Iceland,Female,15-24,Youth,Europe,2018,0.0705295281004833
India,Total,15-24,Youth,Asia,2018,0.3421959109900329
India,Total,25+,Adults,Asia,2018,0.05880735026391271
India,Female,15-24,Youth,Asia,2018,0.33229427250461685
India,Female,25+,Adults,Asia,2018,0.06584065696585506
India,Male,15-24,Youth,Asia,2018,0.3411088263415018
India,Male,25+,Adults,Asia,2018,0.055480609291299395
Indonesia,Total,25+,Adults,Asia,2018,0.027622427997013792
Indonesia,Male,25+,Adults,Asia,2018,0.030006155780539875
Indonesia,Male,15-24,Youth,Asia,2018,0.21329124700396854
Indonesia,Female,15-24,Youth,Asia,2018,0.21609409176042227
Indonesia,Female,25+,Adults,Asia,2018,0.024387368862228392
Indonesia,Total,15-24,Youth,Asia,2018,0.21270186376078898
Iran,Female,15-24,Youth,Asia,2018,0.5158544092415293
Iran,Total,25+,Adults,Asia,2018,0.13487708085028358
Iran,Male,25+,Adults,Asia,2018,0.11574177155505494
Iran,Female,25+,Adults,Asia,2018,0.21022645413943497
Iran,Total,15-24,Youth,Asia,2018,0.3624183049337926
Iran,Male,15-24,Youth,Asia,2018,0.31628924310094175
Iraq,Total,15-24,Youth,Asia,2018,0.3399649862695534
Iraq,Total,25+,Adults,Asia,2018,0.3399649862695534
Iraq,Female,15-24,Youth,Asia,2018,0.8001466909405247
Iraq,Female,25+,Adults,Asia,2018,0.3106966509934382
Iraq,Male,15-24,Youth,Asia,2018,0.30590300061557807
Iraq,Male,25+,Adults,Asia,2018,0.09372503307094865
Ireland,Female,25+,Adults,Europe,2018,0.06142683134471061
Ireland,Total,25+,Adults,Europe,2018,0.060549305182643315
Ireland,Total,15-24,Youth,Europe,2018,0.17956542808869563
Ireland,Female,15-24,Youth,Europe,2018,0.16438553522547186
Ireland,Male,25+,Adults,Europe,2018,0.05985514269623187
Ireland,Male,15-24,Youth,Europe,2018,0.1930295608439968
Israel,Total,25+,Adults,Asia,2018,0.04323453523856924
Israel,Total,15-24,Youth,Asia,2018,0.09198307815221804
Israel,Female,15-24,Youth,Asia,2018,0.09458946182761195
Israel,Female,25+,Adults,Asia,2018,0.04174143102251444
Israel,Male,15-24,Youth,Asia,2018,0.08911474636874435
Israel,Male,25+,Adults,Asia,2018,0.04417754842765648
Italy,Male,25+,Adults,Europe,2018,0.10950740658275594
Italy,Male,15-24,Youth,Europe,2018,0.39787298136239213
Italy,Female,25+,Adults,Europe,2018,0.13580699663396684
Italy,Female,15-24,Youth,Europe,2018,0.4556980262210057
Italy,Total,15-24,Youth,Europe,2018,0.42102919411664547
Italy,Total,25+,Adults,Europe,2018,0.12071878560857092
Jamaica,Total,25+,Adults,North America,2018,0.04546109415724745
Jamaica,Total,15-24,Youth,North America,2018,0.22435855457033962
Jamaica,Female,15-24,Youth,North America,2018,0.2890597372660476
Jamaica,Female,25+,Adults,North America,2018,0.06413799426333643
Jamaica,Male,15-24,Youth,North America,2018,0.19757436051918115
Jamaica,Male,25+,Adults,North America,2018,0.03465573469895614
Japan,Female,15-24,Youth,Asia,2018,0.04119133999554688
Japan,Female,25+,Adults,Asia,2018,0.027399772105145975
Japan,Male,15-24,Youth,Asia,2018,0.05375175177797278
Japan,Male,25+,Adults,Asia,2018,0.03262563686133777
Japan,Total,25+,Adults,Asia,2018,0.030281201294023653
Japan,Total,15-24,Youth,Asia,2018,0.04743880237324986
Jordan,Total,25+,Adults,Asia,2018,0.1730429201975089
Jordan,Male,25+,Adults,Asia,2018,0.1597359563070556
Jordan,Total,15-24,Youth,Asia,2018,0.5084936674044872
Jordan,Male,15-24,Youth,Asia,2018,0.4797841547589423
Jordan,Female,15-24,Youth,Asia,2018,0.641602598525232
Jordan,Female,25+,Adults,Asia,2018,0.23537347251509477
Kazakhstan,Female,15-24,Youth,Asia,2018,0.051970504643030206
Kazakhstan,Female,25+,Adults,Asia,2018,0.0718916582624982
Kazakhstan,Male,15-24,Youth,Asia,2018,0.04654817880577857
Kazakhstan,Male,25+,Adults,Asia,2018,0.057589291561341696
Kazakhstan,Total,25+,Adults,Asia,2018,0.059014725849475876
Kazakhstan,Total,15-24,Youth,Asia,2018,0.059014725849475876
Kenya,Total,25+,Adults,Africa,2018,0.07709132820788202
Kenya,Total,15-24,Youth,Africa,2018,0.07709132820788202
Kenya,Male,15-24,Youth,Africa,2018,0.13407813912064023
Kenya,Female,25+,Adults,Africa,2018,0.03650246886091865
Kenya,Female,15-24,Youth,Africa,2018,0.14721483674084165
Kenya,Male,25+,Adults,Africa,2018,0.03328050713153724
Kosovo,Total,25+,Adults,Europe,2018,0.30213094785922906
Kosovo,Total,15-24,Youth,Europe,2018,0.7043260730049377
Kuwait,Total,25+,Adults,Asia,2018,0.1108236958258569
Kuwait,Total,15-24,Youth,Asia,2018,0.1108236958258569
Kuwait,Female,25+,Adults,Asia,2018,0.05866327880446883
Kuwait,Male,25+,Adults,Asia,2018,0.006954722269518408
Kuwait,Male,15-24,Youth,Asia,2018,0.12043064268968318
Kuwait,Female,15-24,Youth,Asia,2018,0.38960851855247475
Kyrgyzstan,Total,15-24,Youth,Asia,2018,0.09406556561145236
Kyrgyzstan,Total,25+,Adults,Asia,2018,0.03779911199591361
Kyrgyzstan,Male,15-24,Youth,Asia,2018,0.07768071145106153
Kyrgyzstan,Female,15-24,Youth,Asia,2018,0.12179277285169808
Kyrgyzstan,Female,25+,Adults,Asia,2018,0.03749787167162185
Kyrgyzstan,Male,25+,Adults,Asia,2018,0.037510969077025835
Laos,Female,15-24,Youth,Asia,2018,0.06936385901952823
Laos,Female,25+,Adults,Asia,2018,0.02423019999738052
Laos,Male,15-24,Youth,Asia,2018,0.08276250474780947
Laos,Male,25+,Adults,Asia,2018,0.0386897355633849
Laos,Total,15-24,Youth,Asia,2018,0.04994695550811384
Laos,Total,25+,Adults,Asia,2018,0.04994695550811384
Latvia,Female,15-24,Youth,Europe,2018,0.15435292268601591
Latvia,Female,25+,Adults,Europe,2018,0.0788594779374206
Latvia,Male,25+,Adults,Europe,2018,0.10517216539403544
Latvia,Male,15-24,Youth,Europe,2018,0.162957918036437
Latvia,Total,25+,Adults,Europe,2018,0.09203546777383399
Latvia,Total,15-24,Youth,Europe,2018,0.159212060090896
Lebanon,Total,15-24,Youth,Asia,2018,0.1871379113131022
Lebanon,Total,25+,Adults,Asia,2018,0.1871379113131022
Lebanon,Male,25+,Adults,Asia,2018,0.08489738182865973
Lebanon,Male,15-24,Youth,Asia,2018,0.303519272832052
Lebanon,Female,25+,Adults,Asia,2018,0.15416955901036006
Lebanon,Female,15-24,Youth,Asia,2018,0.2793021702400755
Lesotho,Total,15-24,Youth,Africa,2018,0.2507410948557757
Lesotho,Total,25+,Adults,Africa,2018,0.2507410948557757
Lesotho,Female,15-24,Youth,Africa,2018,0.45099605768097345
Lesotho,Female,25+,Adults,Africa,2018,0.1975481657083732
Lesotho,Male,15-24,Youth,Africa,2018,0.23092035467773836
Lesotho,Male,25+,Adults,Africa,2018,0.18437217587195978
Liberia,Female,15-24,Youth,Africa,2018,0.028054642375345443
Liberia,Total,25+,Adults,Africa,2018,0.03685173300502504
Liberia,Total,15-24,Youth,Africa,2018,0.03685173300502504
Liberia,Female,25+,Adults,Africa,2018,0.030425272753467538
Liberia,Male,15-24,Youth,Africa,2018,0.03067412345614334
Liberia,Male,25+,Adults,Africa,2018,0.05388272583201268
Libya,Male,15-24,Youth,Africa,2018,0.5425993110764757
Libya,Male,25+,Adults,Africa,2018,0.16887794527904024
Libya,Female,15-24,Youth,Africa,2018,0.891854723579259
Libya,Female,25+,Adults,Africa,2018,0.27545153305130254
Lithuania,Total,15-24,Youth,Europe,2018,0.14498827782216345
Lithuania,Total,25+,Adults,Europe,2018,0.074615918586528
Lithuania,Male,15-24,Youth,Europe,2018,0.15664496863171407
Lithuania,Male,25+,Adults,Europe,2018,0.08367932312608872
Lithuania,Female,25+,Adults,Europe,2018,0.06577516993883512
Lithuania,Female,15-24,Youth,Europe,2018,0.13130148917499446
Luxembourg,Total,25+,Adults,Europe,2018,0.06312949404722924
Luxembourg,Total,15-24,Youth,Europe,2018,0.18517111760160315
Luxembourg,Female,15-24,Youth,Europe,2018,0.15553168917237498
Luxembourg,Female,25+,Adults,Europe,2018,0.06971748896543595
Luxembourg,Male,15-24,Youth,Europe,2018,0.21287213003104088
Luxembourg,Male,25+,Adults,Europe,2018,0.05756309675053372
Madagascar,Female,15-24,Youth,Africa,2018,0.03791698864454952
Madagascar,Female,25+,Adults,Africa,2018,0.016489633403622743
Madagascar,Male,15-24,Youth,Africa,2018,0.04832942594072114
Madagascar,Male,25+,Adults,Africa,2018,0.01159120378253068
Madagascar,Total,15-24,Youth,Africa,2018,0.026570269762893305
Madagascar,Total,25+,Adults,Africa,2018,0.026570269762893305
Malawi,Total,15-24,Youth,Africa,2018,0.06956686880329006
Malawi,Total,25+,Adults,Africa,2018,0.06956686880329006
Malawi,Male,15-24,Youth,Africa,2018,0.08356144647745282
Malawi,Male,25+,Adults,Africa,2018,0.04071983340100326
Malawi,Female,15-24,Youth,Africa,2018,0.09287370171968932
Malawi,Female,25+,Adults,Africa,2018,0.06997943707351573
Malaysia,Male,25+,Adults,Asia,2018,0.02272399837592173
Malaysia,Female,25+,Adults,Asia,2018,0.023313381619101257
Malaysia,Female,15-24,Youth,Asia,2018,0.17422168668386795
Malaysia,Male,15-24,Youth,Asia,2018,0.13901586095794424
Malaysia,Total,15-24,Youth,Asia,2018,0.1424473811737895
Malaysia,Total,25+,Adults,Asia,2018,0.021296381186886877
Maldives,Male,25+,Adults,Asia,2018,0.03946248248222027
Maldives,Male,15-24,Youth,Asia,2018,0.22920459456981573
Maldives,Female,25+,Adults,Asia,2018,0.035454676428599494
Maldives,Female,15-24,Youth,Asia,2018,0.11961860355463581
Maldives,Total,15-24,Youth,Asia,2018,0.09112519809825674
Maldives,Total,25+,Adults,Asia,2018,0.09112519809825674
Mali,Total,15-24,Youth,Africa,2018,0.03135518853715079
Mali,Male,25+,Adults,Africa,2018,0.016974237403570354
Mali,Male,15-24,Youth,Africa,2018,0.031813597726290416
Mali,Female,15-24,Youth,Africa,2018,0.02764862280782177
Mali,Female,25+,Adults,Africa,2018,0.016005029403675132
