Country,Sex,Age,age_categories,Continent,Year,UnemploymentRate
Bahamas,Female,25+,Adults,North America,2015,0.13756181235845139
Bahamas,Male,25+,Adults,North America,2015,0.11630774178850456
Bahrain,Female,15-24,Youth,Asia,2015,0.16565042012302167
Bahrain,Female,25+,Adults,Asia,2015,0.03200171533482532
Bahrain,Male,15-24,Youth,Asia,2015,0.034507712306187266
Bahrain,Male,25+,Adults,Asia,2015,0.002412189598102411
Bangladesh,Female,15-24,Youth,Asia,2015,0.17375805738331035
Bangladesh,Female,25+,Adults,Asia,2015,0.07978987148389864
Bangladesh,Male,25+,Adults,Asia,2015,0.020021173664250012
Bangladesh,Total,15-24,Youth,Asia,2015,0.09045710992884039
Bangladesh,Total,25+,Adults,Asia,2015,0.09045710992884039
Bangladesh,Male,15-24,Youth,Asia,2015,0.12953458141809945
Barbados,Female,15-24,Youth,North America,2015,0.3943125929698074
Barbados,Female,25+,Adults,North America,2015,0.08959944251618177
Barbados,Total,15-24,Youth,North America,2015,0.3916591844118948
Barbados,Total,25+,Adults,North America,2015,0.10195521367979524
Barbados,Male,25+,Adults,North America,2015,0.11043808043312205
Barbados,Male,15-24,Youth,North America,2015,0.37441202878546254
Belgium,Total,15-24,Youth,Europe,2015,0.2961364763270393
Belgium,Total,25+,Adults,Europe,2015,0.09742565765669181
Belgium,Male,25+,Adults,Europe,2015,0.1036705485051125
Belgium,Male,15-24,Youth,Europe,2015,0.3181142037764168
Belgium,Female,25+,Adults,Europe,2015,0.08997467200921992
Belgium,Female,15-24,Youth,Europe,2015,0.2681952801490197
Belize,Female,15-24,Youth,North America,2015,0.34845418849921606
Belize,Male,25+,Adults,North America,2015,0.04891384462818778
Belize,Female,25+,Adults,North America,2015,0.09585773441792525
Belize,Male,15-24,Youth,North America,2015,0.15131129306763513
Belize,Total,25+,Adults,North America,2015,0.06652282869433537
Belize,Total,15-24,Youth,North America,2015,0.21929483657415474
Benin,Female,25+,Adults,Africa,2015,0.01691212929336246
Benin,Male,15-24,Youth,Africa,2015,0.05112501842644832
Benin,Male,25+,Adults,Africa,2015,0.014553543908551214
Benin,Female,15-24,Youth,Africa,2015,0.06475388965572693
Benin,Total,25+,Adults,Africa,2015,0.032555625538834024
Benin,Total,15-24,Youth,Africa,2015,0.032555625538834024
Bhutan,Male,15-24,Youth,Asia,2015,0.10665898339609493
Bhutan,Female,15-24,Youth,Asia,2015,0.16602564961605984
Bhutan,Total,15-24,Youth,Asia,2015,0.14333766634057438
Bhutan,Total,25+,Adults,Asia,2015,0.017501775639565273
Bhutan,Male,25+,Adults,Asia,2015,0.014245319682127016
Bhutan,Female,25+,Adults,Asia,2015,0.019913965237667683
Bolivia,Total,15-24,Youth,South America,2015,0.09301671111349351
Bolivia,Total,25+,Adults,South America,2015,0.02996475522976106
Bolivia,Male,15-24,Youth,South America,2015,0.07660042079307433
Bolivia,Female,15-24,Youth,South America,2015,0.11326570268423099
Bolivia,Female,25+,Adults,South America,2015,0.03637045871805524
Bolivia,Male,25+,Adults,South America,2015,0.024255906514252024
Bosnia and Herzegovina,Total,25+,Adults,Europe,2015,0.3122445424210343
Bosnia and Herzegovina,Total,15-24,Youth,Europe,2015,0.8346712051567253
Bosnia and Herzegovina,Female,15-24,Youth,Europe,2015,0.90565658460755
Bosnia and Herzegovina,Female,25+,Adults,Europe,2015,0.3566958362927326
Bosnia and Herzegovina,Male,15-24,Youth,Europe,2015,0.8098658554562389
Bosnia and Herzegovina,Male,25+,Adults,Europe,2015,0.28967716862545395
Botswana,Female,15-24,Youth,Africa,2015,0.5135417643826804
Botswana,Female,25+,Adults,Africa,2015,0.24329612307527373
Botswana,Male,15-24,Youth,Africa,2015,0.43353747604561715
Botswana,Male,25+,Adults,Africa,2015,0.17409308371638013
Botswana,Total,15-24,Youth,Africa,2015,0.31233164926763246
Botswana,Total,25+,Adults,Africa,2015,0.31233164926763246
Brazil,Total,15-24,Youth,South America,2015,0.2591093659961673
Brazil,Total,25+,Adults,South America,2015,0.08052692941665215
Brazil,Male,15-24,Youth,South America,2015,0.2189062060277938
Brazil,Female,15-24,Youth,South America,2015,0.31625145736454885
Brazil,Female,25+,Adults,South America,2015,0.09741225660336902
Brazil,Male,25+,Adults,South America,2015,0.06839897615952613
Brunei,Total,15-24,Youth,Asia,2015,0.1734721682457575
Brunei,Female,25+,Adults,Asia,2015,0.07176264054354672
Brunei,Male,15-24,Youth,Asia,2015,0.33840339850712264
Brunei,Male,25+,Adults,Asia,2015,0.05529274600983638
Brunei,Total,25+,Adults,Asia,2015,0.1734721682457575
Brunei,Female,15-24,Youth,Asia,2015,0.3671888610444781
Bulgaria,Male,25+,Adults,Europe,2015,0.12058267779847495
Bulgaria,Total,15-24,Youth,Europe,2015,0.2896235644121628
Bulgaria,Total,25+,Adults,Europe,2015,0.11236783211160398
Bulgaria,Female,15-24,Youth,Europe,2015,0.29810643116548957
Bulgaria,Female,25+,Adults,Europe,2015,0.1033757253320111
Bulgaria,Male,15-24,Youth,Europe,2015,0.28450436204285656
Burkina Faso,Male,25+,Adults,Africa,2015,0.04435748649843878
Burkina Faso,Female,25+,Adults,Africa,2015,0.04650165503008537
Burkina Faso,Male,15-24,Youth,Africa,2015,0.09483925436539312
Burkina Faso,Total,25+,Adults,Africa,2015,0.06823593001076551
Burkina Faso,Total,15-24,Youth,Africa,2015,0.06823593001076551
Burkina Faso,Female,15-24,Youth,Africa,2015,0.1030541000522641
Burundi,Total,15-24,Youth,Africa,2015,0.02425367300536489
Burundi,Total,25+,Adults,Africa,2015,0.02425367300536489
Burundi,Male,15-24,Youth,Africa,2015,0.051272430012999026
Burundi,Male,25+,Adults,Africa,2015,0.018037817772476917
Burundi,Female,15-24,Youth,Africa,2015,0.0241352970343469
Burundi,Female,25+,Adults,Africa,2015,0.011993942723898098
Cabo Verde,Male,25+,Adults,Africa,2015,0.10789188030179173
Cabo Verde,Male,15-24,Youth,Africa,2015,0.35106739389716035
Cabo Verde,Female,25+,Adults,Africa,2015,0.10857533402125406
Cabo Verde,Female,15-24,Youth,Africa,2015,0.4068023746666488
Cabo Verde,Total,15-24,Youth,Africa,2015,0.8247008214845687
Cabo Verde,Total,25+,Adults,Africa,2015,0.3049141662534675
Cambodia,Male,25+,Adults,Asia,2015,0.0031492475308559256
Cambodia,Male,15-24,Youth,Asia,2015,0.006874740354591872
Cambodia,Female,25+,Adults,Asia,2015,0.00332346122405221
Cambodia,Total,15-24,Youth,Asia,2015,0.009340534165985447
Cambodia,Total,25+,Adults,Asia,2015,0.003095643317564761
Cambodia,Female,15-24,Youth,Asia,2015,0.012932016456493481
Cameroon,Male,25+,Adults,Africa,2015,0.02924109835033034
Cameroon,Male,15-24,Youth,Africa,2015,0.07591696707361198
Cameroon,Female,25+,Adults,Africa,2015,0.042615349566475925
Cameroon,Female,15-24,Youth,Africa,2015,0.08951903619624503
Cameroon,Total,15-24,Youth,Africa,2015,0.05519223810991544
Cameroon,Total,25+,Adults,Africa,2015,0.05519223810991544
Canada,Total,15-24,Youth,North America,2015,0.1706490130124228
Canada,Total,25+,Adults,North America,2015,0.07898580828453117
Canada,Female,15-24,Youth,North America,2015,0.14447675587301162
Canada,Female,25+,Adults,North America,2015,0.07345117326221841
Canada,Male,15-24,Youth,North America,2015,0.19616461853901718
Canada,Male,25+,Adults,North America,2015,0.08429262540035647
Central African Republic,Male,15-24,Youth,Africa,2015,0.12969539405797298
Central African Republic,Male,25+,Adults,Africa,2015,0.04718510874954772
Central African Republic,Female,25+,Adults,Africa,2015,0.061497433698288695
Central African Republic,Female,15-24,Youth,Africa,2015,0.15688613124991624
Chad,Male,15-24,Youth,Africa,2015,0.026373272939253026
Chad,Male,25+,Adults,Africa,2015,0.011524905857600408
Chad,Female,15-24,Youth,Africa,2015,0.007772610927218879
Chad,Total,25+,Adults,Africa,2015,0.01272876714776448
Chad,Total,15-24,Youth,Africa,2015,0.01272876714776448
Chad,Female,25+,Adults,Africa,2015,0.007906621460446791
Channel Islands,Male,15-24,Youth,Europe,2015,0.259256777582718
Channel Islands,Female,15-24,Youth,Europe,2015,0.24357754519505237
Channel Islands,Female,25+,Adults,Europe,2015,0.09064472467535949
Channel Islands,Male,25+,Adults,Europe,2015,0.0842390211870653
Chile,Male,25+,Adults,South America,2015,0.06602698972139211
Chile,Total,15-24,Youth,South America,2015,0.20362900523981187
Chile,Female,15-24,Youth,South America,2015,0.24708862116562366
Chile,Female,25+,Adults,South America,2015,0.07488508596775706
Chile,Male,15-24,Youth,South America,2015,0.19246592782192684
Chile,Total,25+,Adults,South America,2015,0.06869379933262754
China,Total,15-24,Youth,Asia,2015,0.08413627977825722
China,Female,15-24,Youth,Asia,2015,0.12781924659278218
China,Male,15-24,Youth,Asia,2015,0.155170796424599
China,Male,25+,Adults,Asia,2015,0.056271022902400124
China,Female,25+,Adults,Asia,2015,0.0434194127658434
Colombia,Male,25+,Adults,South America,2015,0.06944425831870385
Colombia,Female,15-24,Youth,South America,2015,0.31106524972862865
Colombia,Female,25+,Adults,South America,2015,0.11389555219040216
Colombia,Male,15-24,Youth,South America,2015,0.17726913335388164
Colombia,Total,25+,Adults,South America,2015,0.08831294139719381
Colombia,Total,15-24,Youth,South America,2015,0.23169081089773658
Comoros,Total,15-24,Youth,Africa,2015,0.08581141144360611
Comoros,Total,25+,Adults,Africa,2015,0.08581141144360611
Comoros,Female,15-24,Youth,Africa,2015,0.13619490491952668
Comoros,Female,25+,Adults,Africa,2015,0.06384261802977714
Comoros,Male,15-24,Youth,Africa,2015,0.13017783197759344
Comoros,Male,25+,Adults,Africa,2015,0.051969284785784164
Congo,Female,15-24,Youth,Africa,2015,0.5428230658929791
Congo,Female,25+,Adults,Africa,2015,0.22362337679741628
Congo,Male,25+,Adults,Africa,2015,0.17894426501923053
Congo,Male,15-24,Youth,Africa,2015,0.5768081371195776
Costa Rica,Total,25+,Adults,North America,2015,0.07609118076680826
Costa Rica,Total,15-24,Youth,North America,2015,0.29468916256817784
Costa Rica,Female,15-24,Youth,North America,2015,0.3560123825732703
Costa Rica,Female,25+,Adults,North America,2015,0.09754626713659693
Costa Rica,Male,15-24,Youth,North America,2015,0.26237922300692834
Costa Rica,Male,25+,Adults,North America,2015,0.06417764436284693
Cote d'Ivoire,Female,25+,Adults,Africa,2015,0.035700406051915684
Cote d'Ivoire,Total,25+,Adults,Africa,2015,0.03710528314192163
Cote d'Ivoire,Male,25+,Adults,Africa,2015,0.026199059246056745
Cote d'Ivoire,Male,15-24,Youth,Africa,2015,0.03335522172042723
Cote d'Ivoire,Female,15-24,Youth,Africa,2015,0.05801315983436299
Cote d'Ivoire,Total,15-24,Youth,Africa,2015,0.03710528314192163
Croatia,Female,25+,Adults,Europe,2015,0.19711609332493535
Croatia,Male,15-24,Youth,Europe,2015,0.5553932539097574
Croatia,Male,25+,Adults,Europe,2015,0.17261896785087308
Croatia,Total,15-24,Youth,Europe,2015,0.5667841492341299
Croatia,Total,25+,Adults,Europe,2015,0.18386245158869488
Croatia,Female,15-24,Youth,Europe,2015,0.5853848112461639
Cuba,Male,15-24,Youth,North America,2015,0.08390399485399552
Cuba,Male,25+,Adults,North America,2015,0.02331783278165664
Cuba,Female,15-24,Youth,North America,2015,0.0728481258626928
Cuba,Female,25+,Adults,North America,2015,0.029147290977070802
Cyprus,Total,25+,Adults,Europe,2015,0.17764436284691978
Cyprus,Total,15-24,Youth,Europe,2015,0.44043901850685463
Cyprus,Male,15-24,Youth,Europe,2015,0.4556358129748998
Cyprus,Female,15-24,Youth,Europe,2015,0.413784323447823
Cyprus,Female,25+,Adults,Europe,2015,0.173972474236475
Cyprus,Male,25+,Adults,Europe,2015,0.17666608595435604
Czechia,Total,15-24,Youth,Europe,2015,0.1683574328942255
Czechia,Male,25+,Adults,Europe,2015,0.04916846464132081
Czechia,Male,15-24,Youth,Europe,2015,0.15112367832111606
Czechia,Female,25+,Adults,Europe,2015,0.07378619959528819
Czechia,Female,15-24,Youth,Europe,2015,0.1931091783814208
Czechia,Total,25+,Adults,Europe,2015,0.060130526259363985
Democratic Republic of Congo,Total,25+,Adults,Africa,2015,0.07279228814051451
Democratic Republic of Congo,Female,15-24,Youth,Africa,2015,0.0863697886653891
Democratic Republic of Congo,Male,25+,Adults,Africa,2015,0.05472990177027915
Democratic Republic of Congo,Male,15-24,Youth,Africa,2015,0.1422387799681055
Democratic Republic of Congo,Female,25+,Adults,Africa,2015,0.03631685450476408
Democratic Republic of Congo,Total,15-24,Youth,Africa,2015,0.07279228814051451
Denmark,Total,25+,Adults,Europe,2015,0.07014111309148899
Denmark,Female,15-24,Youth,Europe,2015,0.14869808766969086
Denmark,Female,25+,Adults,Europe,2015,0.0757427533804157
Denmark,Male,15-24,Youth,Europe,2015,0.17559400168853273
Denmark,Total,15-24,Youth,Europe,2015,0.16270218839200765
Denmark,Male,25+,Adults,Europe,2015,0.0651157180954423
Djibouti,Female,15-24,Youth,Africa,2015,1.0000000000000002
Djibouti,Female,25+,Adults,Africa,2015,0.35779472266520146
Djibouti,Male,15-24,Youth,Africa,2015,0.9707723027029925
Djibouti,Male,25+,Adults,Africa,2015,0.2076895243966176
Djibouti,Total,25+,Adults,Africa,2015,0.5527800485118132
Djibouti,Total,15-24,Youth,Africa,2015,0.5527800485118132
Dominican Republic,Total,25+,Adults,North America,2015,0.07444285120810495
Dominican Republic,Total,15-24,Youth,North America,2015,0.22092976507953527
Dominican Republic,Male,25+,Adults,North America,2015,0.051245627906353446
Dominican Republic,Female,25+,Adults,North America,2015,0.10947320459388107
Dominican Republic,Female,15-24,Youth,North America,2015,0.32492193886439474
Dominican Republic,Male,15-24,Youth,North America,2015,0.16321142841827369
East Timor,Male,15-24,Youth,Asia,2015,0.13313946476193028
East Timor,Male,25+,Adults,Asia,2015,0.020101579984186758
East Timor,Total,25+,Adults,Asia,2015,0.03588802079843476
East Timor,Total,15-24,Youth,Asia,2015,0.12820787713914317
East Timor,Female,25+,Adults,Asia,2015,0.04528215917771137
East Timor,Female,15-24,Youth,Asia,2015,0.20902962972889672
Ecuador,Male,15-24,Youth,South America,2015,0.09647418287077364
Ecuador,Total,25+,Adults,South America,2015,0.03367684700017422
Ecuador,Total,15-24,Youth,South America,2015,0.1179292692405623
Ecuador,Female,15-24,Youth,South America,2015,0.15419251953203522
Ecuador,Male,25+,Adults,South America,2015,0.027941196178019597
Ecuador,Female,25+,Adults,South America,2015,0.04233392744669731
Egypt,Total,25+,Adults,Africa,2015,0.10231704211951059
Egypt,Total,15-24,Youth,Africa,2015,0.42246820600099166
Egypt,Female,15-24,Youth,Africa,2015,0.5338041570067407
Egypt,Female,25+,Adults,Africa,2015,0.2630492756730679
Egypt,Male,15-24,Youth,Africa,2015,0.4210476943487758
Egypt,Male,25+,Adults,Africa,2015,0.06621460446791116
El Salvador,Total,15-24,Youth,North America,2015,0.1191353640396135
El Salvador,Total,25+,Adults,North America,2015,0.036866297690998515
El Salvador,Female,15-24,Youth,North America,2015,0.13256321946905028
El Salvador,Male,25+,Adults,North America,2015,0.04191849479369079
El Salvador,Male,15-24,Youth,North America,2015,0.10758365607536752
El Salvador,Female,25+,Adults,North America,2015,0.027793784591468893
Equatorial Guinea,Male,15-24,Youth,Africa,2015,0.19720990069819488
Equatorial Guinea,Male,25+,Adults,Africa,2015,0.08253708741507082
Equatorial Guinea,Female,25+,Adults,Africa,2015,0.10225003685289663
Equatorial Guinea,Female,15-24,Youth,Africa,2015,0.23171761300438215
Eritrea,Female,25+,Adults,Africa,2015,0.06120261052518728
Eritrea,Male,15-24,Youth,Africa,2015,0.12416075903566019
Eritrea,Male,25+,Adults,Africa,2015,0.044518299138312276
Eritrea,Female,15-24,Youth,Africa,2015,0.15830664290213212
Estonia,Male,25+,Adults,Europe,2015,0.07303574060921188
Estonia,Female,25+,Adults,Europe,2015,0.07516650808753568
Estonia,Female,15-24,Youth,Europe,2015,0.16287640208520393
Estonia,Total,15-24,Youth,Europe,2015,0.19190308358236957
Estonia,Total,25+,Adults,Europe,2015,0.07605097760683989
Estonia,Male,15-24,Youth,Europe,2015,0.1844520979348977
Eswatini,Total,15-24,Youth,Africa,2015,0.3996372781567298
Eswatini,Total,25+,Adults,Africa,2015,0.3996372781567298
Eswatini,Female,15-24,Youth,Africa,2015,0.6707763230189893
Eswatini,Male,15-24,Youth,Africa,2015,0.612146714731778
Eswatini,Male,25+,Adults,Africa,2015,0.22669221800833547
Eswatini,Female,25+,Adults,Africa,2015,0.26255343670012465
Ethiopia,Female,15-24,Youth,Africa,2015,0.06531673389528417
Ethiopia,Male,25+,Adults,Africa,2015,0.01610806609399499
Ethiopia,Male,15-24,Youth,Africa,2015,0.03682609453103014
Ethiopia,Female,25+,Adults,Africa,2015,0.030581203682609453
Ethiopia,Total,25+,Adults,Africa,2015,0.035669136927495834
Ethiopia,Total,15-24,Youth,Africa,2015,0.035669136927495834
Fiji,Total,15-24,Youth,Oceania,2015,0.1004475951809812
Fiji,Total,25+,Adults,Oceania,2015,0.1004475951809812
Fiji,Female,15-24,Youth,Oceania,2015,0.2683426917355704
Fiji,Female,25+,Adults,Oceania,2015,0.029187494137039176
Fiji,Male,15-24,Youth,Oceania,2015,0.15503678589137107
Fiji,Male,25+,Adults,Oceania,2015,0.029442114150172203
Finland,Female,15-24,Youth,Europe,2015,0.26260704091341575
Finland,Male,15-24,Youth,Europe,2015,0.3352675520295895
Finland,Male,25+,Adults,Europe,2015,0.1041261843180874
Finland,Total,25+,Adults,Europe,2015,0.10104394205384543
Finland,Total,15-24,Youth,Europe,2015,0.3003444070703957
Finland,Female,25+,Adults,Europe,2015,0.09664839656396994
France,Total,15-24,Youth,Europe,2015,0.3419680786909851
France,Total,25+,Adults,Europe,2015,0.11956419774594282
France,Female,25+,Adults,Europe,2015,0.11461920906983289
France,Female,15-24,Youth,Europe,2015,0.3225499524262607
France,Male,15-24,Youth,Europe,2015,0.3523002908028571
France,Male,25+,Adults,Europe,2015,0.12231141367711501
French Polynesia,Female,15-24,Youth,Oceania,2015,0.5235657522681283
French Polynesia,Female,25+,Adults,Oceania,2015,0.10494364857077766
French Polynesia,Male,15-24,Youth,Oceania,2015,0.4309510727543185
French Polynesia,Male,25+,Adults,Oceania,2015,0.09407539432599403
Gabon,Male,25+,Adults,Africa,2015,0.1659452432961231
Gabon,Male,15-24,Youth,Africa,2015,0.4134090939547848
Gabon,Female,25+,Adults,Africa,2015,0.3543908551212125
Gabon,Female,15-24,Youth,Africa,2015,0.5592929604266895
Gambia,Male,25+,Adults,Africa,2015,0.07158842685035044
Gambia,Total,25+,Adults,Africa,2015,0.10945086950500975
Gambia,Total,15-24,Youth,Africa,2015,0.10945086950500975
Gambia,Female,15-24,Youth,Africa,2015,0.16422990847080582
Gambia,Female,25+,Adults,Africa,2015,0.09114056364830275
Gambia,Male,15-24,Youth,Africa,2015,0.13330027740180378
Georgia,Total,25+,Adults,Asia,2015,0.19361841840768684
Georgia,Total,15-24,Youth,Asia,2015,0.4936412001983356
Georgia,Female,25+,Adults,Asia,2015,0.15715415231637206
Georgia,Female,15-24,Youth,Asia,2015,0.5277066777448707
Georgia,Male,15-24,Youth,Asia,2015,0.4645877165945243
Georgia,Male,25+,Adults,Asia,2015,0.22198844829203576
Germany,Female,15-24,Youth,Europe,2015,0.08611516865225606
Germany,Male,25+,Adults,Europe,2015,0.06176545476474451
Germany,Male,15-24,Youth,Europe,2015,0.10489004435748649
Germany,Total,15-24,Youth,Europe,2015,0.09792149662963509
Germany,Total,25+,Adults,Europe,2015,0.057410112434837374
Germany,Female,25+,Adults,Europe,2015,0.05271974377186047
Ghana,Total,15-24,Youth,Africa,2015,0.20293215046702673
Ghana,Total,25+,Adults,Africa,2015,0.07101218155747041
Ghana,Female,15-24,Youth,Africa,2015,0.18313879470926414
Ghana,Male,15-24,Youth,Africa,2015,0.19773254177778374
Ghana,Male,25+,Adults,Africa,2015,0.06795674139987404
Ghana,Female,25+,Adults,Africa,2015,0.06545074442851208
Greece,Male,25+,Adults,Europe,2015,0.27052706342718535
Greece,Total,25+,Adults,Europe,2015,0.3137722624998325
Greece,Total,15-24,Youth,Europe,2015,0.6674662628482599
Greece,Male,15-24,Youth,Europe,2015,0.6063574596963321
Greece,Female,15-24,Youth,Europe,2015,0.7383712359791479
Greece,Female,25+,Adults,Europe,2015,0.3657951514989078
Guam,Male,25+,Adults,Oceania,2015,0.07484488280778868
Guam,Female,25+,Adults,Oceania,2015,0.0575441229680653
Guam,Female,15-24,Youth,Oceania,2015,0.2216936251189344
Guam,Male,15-24,Youth,Oceania,2015,0.21394781629836107
Guatemala,Female,25+,Adults,North America,2015,0.016603905066938263
Guatemala,Male,15-24,Youth,North America,2015,0.05109821631980274
Guatemala,Male,25+,Adults,North America,2015,0.01574623765427963
Guatemala,Female,15-24,Youth,North America,2015,0.13049945725734044
Guatemala,Total,15-24,Youth,North America,2015,0.07590356602028919
Guatemala,Total,25+,Adults,North America,2015,0.016175071360608948
Guinea,Total,15-24,Youth,Africa,2015,0.07661828886417138
Guinea,Total,25+,Adults,Africa,2015,0.07661828886417138
Guinea,Female,15-24,Youth,Africa,2015,0.09954302408169281
Guinea,Female,25+,Adults,Africa,2015,0.05812036826094532
Guinea,Male,15-24,Youth,Africa,2015,0.08801811822409242
Guinea,Male,25+,Adults,Africa,2015,0.07152142158373648
Guinea-Bissau,Male,25+,Adults,Africa,2015,0.0472119108561933
Guinea-Bissau,Male,15-24,Youth,Africa,2015,0.05301456694496188
Guinea-Bissau,Total,15-24,Youth,Africa,2015,0.04533576339100254
Guinea-Bissau,Female,15-24,Youth,Africa,2015,0.055734980769488476
Guinea-Bissau,Total,25+,Adults,Africa,2015,0.04533576339100254
Guinea-Bissau,Female,25+,Adults,Africa,2015,0.031170850028812265
Guyana,Male,25+,Adults,South America,2015,0.11880033770654372
Guyana,Total,15-24,Youth,South America,2015,0.22017260556679757
Guyana,Female,15-24,Youth,South America,2015,0.4341941276584339
Guyana,Female,25+,Adults,South America,2015,0.13351469425496845
Guyana,Male,15-24,Youth,South America,2015,0.26647994532370245
Guyana,Total,25+,Adults,South America,2015,0.22017260556679757
Haiti,Female,15-24,Youth,North America,2015,0.5729754358692594
Haiti,Female,25+,Adults,North America,2015,0.15597485962396646
Haiti,Male,15-24,Youth,North America,2015,0.3591750311574489
Haiti,Male,25+,Adults,North America,2015,0.10302729794561853
Honduras,Total,15-24,Youth,North America,2015,0.14723737285750663
Honduras,Female,15-24,Youth,North America,2015,0.2606504871282883
Honduras,Female,25+,Adults,North America,2015,0.07235228688974953
Honduras,Male,15-24,Youth,North America,2015,0.09126117312820788
Honduras,Male,25+,Adults,North America,2015,0.04802937510888356
Honduras,Total,25+,Adults,North America,2015,0.05655244502217874
Hong Kong,Female,15-24,Youth,Asia,2015,0.1276718350062315
Hong Kong,Female,25+,Adults,Asia,2015,0.03377065437343375
Hong Kong,Male,15-24,Youth,Asia,2015,0.15231637206684448
Hong Kong,Male,25+,Adults,Asia,2015,0.03635705766473245
Hong Kong,Total,25+,Adults,Asia,2015,0.03523136918561799
Hong Kong,Total,15-24,Youth,Asia,2015,0.14002760616984497
Hungary,Male,15-24,Youth,Europe,2015,0.2438053631015398
Hungary,Total,15-24,Youth,Europe,2015,0.23110116455153376
Hungary,Total,25+,Adults,Europe,2015,0.07941464199086049
Hungary,Female,25+,Adults,Europe,2015,0.08457404752013507
Hungary,Female,15-24,Youth,Europe,2015,0.21288913308586058
Hungary,Male,25+,Adults,Europe,2015,0.07465726806126961
Iceland,Male,15-24,Youth,Europe,2015,0.14104608622237708
Iceland,Male,25+,Adults,Europe,2015,0.032912986960775124
Iceland,Female,25+,Adults,Europe,2015,0.04555018024416719
Iceland,Total,15-24,Youth,Europe,2015,0.11780865976065717
Iceland,Total,25+,Adults,Europe,2015,0.03973412310207583
Iceland,Female,15-24,Youth,Europe,2015,0.08825933718390265
India,Total,15-24,Youth,Asia,2015,0.15963558068997555
India,Total,25+,Adults,Asia,2015,0.15963558068997555
India,Female,15-24,Youth,Asia,2015,0.29746318060599564
India,Female,25+,Adults,Asia,2015,0.07236568794307233
India,Male,15-24,Youth,Asia,2015,0.312458959274199
India,Male,25+,Adults,Asia,2015,0.06390962329639109
Indonesia,Total,25+,Adults,Asia,2015,0.02729794561852562
Indonesia,Male,25+,Adults,Asia,2015,0.029120488870425214
Indonesia,Male,15-24,Youth,Asia,2015,0.23045791399203983
Indonesia,Female,15-24,Youth,Asia,2015,0.23194543091086958
Indonesia,Female,25+,Adults,Asia,2015,0.025314589726752525
Indonesia,Total,15-24,Youth,Asia,2015,0.2277106980608676
Iran,Female,15-24,Youth,Asia,2015,0.5644389649026413
Iran,Total,25+,Adults,Asia,2015,0.12177537154420338
Iran,Male,25+,Adults,Asia,2015,0.10210262526634593
Iran,Female,25+,Adults,Asia,2015,0.2128489299258922
Iran,Total,15-24,Youth,Asia,2015,0.35100038863054633
Iran,Male,15-24,Youth,Asia,2015,0.29699414373969796
Iraq,Total,15-24,Youth,Asia,2015,0.25383605151364896
Iraq,Total,25+,Adults,Asia,2015,0.25383605151364896
Iraq,Female,15-24,Youth,Asia,2015,0.5566529529220997
Iraq,Female,25+,Adults,Asia,2015,0.23967783867812012
Iraq,Male,15-24,Youth,Asia,2015,0.24529288002036964
Iraq,Male,25+,Adults,Asia,2015,0.07099878050414762
Ireland,Female,25+,Adults,Europe,2015,0.1053188780638158
Ireland,Total,25+,Adults,Europe,2015,0.11365433323059193
Ireland,Total,15-24,Youth,Europe,2015,0.2706342718537677
Ireland,Female,15-24,Youth,Europe,2015,0.21863818496133797
Ireland,Male,25+,Adults,Europe,2015,0.12064968306508893
Ireland,Male,15-24,Youth,Europe,2015,0.3157824204982511
Israel,Total,25+,Adults,Asia,2015,0.05852239986062904
Israel,Total,15-24,Youth,Asia,2015,0.12353090952948903
Israel,Female,15-24,Youth,Asia,2015,0.12895833612521945
Israel,Female,25+,Adults,Asia,2015,0.05931306200667373
Israel,Male,15-24,Youth,Asia,2015,0.11799627450717627
Israel,Male,25+,Adults,Asia,2015,0.05745031559480575
Italy,Male,25+,Adults,Europe,2015,0.12657294863376262
Italy,Male,15-24,Youth,Europe,2015,0.5200278741909113
Italy,Female,25+,Adults,Europe,2015,0.14502619905924607
Italy,Female,15-24,Youth,Europe,2015,0.5710456841907774
Italy,Total,15-24,Youth,Europe,2015,0.5399284383752563
Italy,Total,25+,Adults,Europe,2015,0.1342249500810764
Jamaica,Total,25+,Adults,North America,2015,0.13431875745433594
Jamaica,Total,15-24,Youth,North America,2015,0.43975556478739225
Jamaica,Female,15-24,Youth,North America,2015,0.451133059058442
Jamaica,Female,25+,Adults,North America,2015,0.11133595100574906
Jamaica,Male,15-24,Youth,North America,2015,0.2697230002278179
Jamaica,Male,25+,Adults,North America,2015,0.059246056740059776
Japan,Female,15-24,Youth,Asia,2015,0.06750110558689912
Japan,Female,25+,Adults,Asia,2015,0.03838061671647392
Japan,Male,15-24,Youth,Asia,2015,0.07810133876522694
Japan,Male,25+,Adults,Asia,2015,0.0456975918307179
Japan,Total,25+,Adults,Asia,2015,0.04252154219321639
Japan,Total,15-24,Youth,Asia,2015,0.07280792270272443
Jordan,Total,25+,Adults,Asia,2015,0.3111265116866757
Jordan,Male,25+,Adults,Asia,2015,0.08671821605178166
Jordan,Total,15-24,Youth,Asia,2015,0.41363691186127227
Jordan,Male,15-24,Youth,Asia,2015,0.3477439326731081
Jordan,Female,15-24,Youth,Asia,2015,0.7114217177470149
Jordan,Female,25+,Adults,Asia,2015,0.1653019927366291
Kazakhstan,Female,15-24,Youth,Asia,2015,0.05332279117138607
Kazakhstan,Female,25+,Adults,Asia,2015,0.0758901649669664
